breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_kidney	80	-0.179306	-0.183746	-0.234026	-0.225735	-0.236419	-0.221376	-0.212585	-0.220023	-0.229444	-0.243573	-0.237425	-0.213444	-0.183446	-0.206574	-0.174364	-0.218056	-0.167015	-0.180869	-0.158706	-0.16086	-0.215102	-0.184936	-0.213165	-0.21557	-0.208826	-0.218804	-0.228036	-0.217161	-0.198533
fetal_kidney	90	-0.172992	-0.171524	-0.223031	-0.228399	-0.230919	-0.227792	-0.208985	-0.232461	-0.222243	-0.226813	-0.226966	-0.209521	-0.154517	-0.204568	-0.206739	-0.165104	-0.196423	-0.16936	-0.161242	-0.172035	-0.203384	-0.194622	-0.214894	-0.20367	-0.227885	-0.200053	-0.221473	-0.187163	-0.200468
fetal_kidney	100	-0.160836	-0.184456	-0.222286	-0.222029	-0.2227	-0.216097	-0.210833	-0.234177	-0.229056	-0.220599	-0.227621	-0.212404	-0.18088	-0.181827	-0.164578	-0.182173	-0.172966	-0.166615	-0.161089	-0.161138	-0.214244	-0.196294	-0.21569	-0.225487	-0.229202	-0.211825	-0.242167	-0.208754	-0.198482

fetal_lung	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_lung	10	-0.089737	-0.137861	-0.224747	-0.214756	-0.213651	-0.228316	-0.206883	-0.21196	-0.202589	-0.200064	-0.20421	-0.206228	-0.197387	-0.20726	-0.206796	-0.202563	-0.201469	-0.150957	-0.135384	-0.08588	-0.1935	-0.183712	-0.164052	-0.197551	-0.150786	-0.203067	-0.186217	-0.120253	-0.129571
fetal_lung	20	-0.101297	-0.150809	-0.240634	-0.238784	-0.238265	-0.242367	-0.232489	-0.23008	-0.234436	-0.228748	-0.234451	-0.236966	-0.225317	-0.228285	-0.238113	-0.224929	-0.237156	-0.146493	-0.165053	-0.09263	-0.212046	-0.193546	-0.144392	-0.194388	-0.165747	-0.209414	-0.230445	-0.180715	-0.158235
fetal_lung	30	-0.102211	-0.152348	-0.244926	-0.243415	-0.24066	-0.251486	-0.24364	-0.2354	-0.24204	-0.23992	-0.244029	-0.239429	-0.225709	-0.249596	-0.220181	-0.232509	-0.226546	-0.161562	-0.170301	-0.252239	-0.222985	-0.181896	-0.153128	-0.20248	-0.181682	-0.206581	-0.251717	-0.207042	-0.187895
fetal_lung	40	-0.108619	-0.188932	-0.256092	-0.227912	-0.225458	-0.240473	-0.233397	-0.230397	-0.23664	-0.234427	-0.227184	-0.224029	-0.223043	-0.213319	-0.209983	-0.238386	-0.2309	-0.148101	-0.165749	-0.163333	-0.22027	-0.186019	-0.176832	-0.195808	-0.174308	-0.211757	-0.244504	-0.217554	-0.147089
fetal_lung	50	-0.10866	-0.189645	-0.251409	-0.22082	-0.220942	-0.243458	-0.231874	-0.21719	-0.232423	-0.219547	-0.228609	-0.241762	-0.194854	-0.217533	-0.228609	-0.212031	-0.218781	-0.148002	-0.161686	-0.258662	-0.204115	-0.183769	-0.174649	-0.217436	-0.193362	-0.207709	-0.243495	-0.22532	-0.157959
fetal_lung	60	-0.119462	-0.174904	-0.2384	-0.234114	-0.220574	-0.234495	-0.223947	-0.216169	-0.21768	-0.220938	-0.227478	-0.214188	-0.198231	-0.218239	-0.195311	-0.211734	-0.222643	-0.162087	-0.183911	-0.257344	-0.194957	-0.199819	-0.166056	-0.240404	-0.234364	-0.206295	-0.260235	-0.233399	-0.173285
fetal_lung	70	-0.113772	-0.19374	-0.237704	-0.226731	-0.216271	-0.22848	-0.224044	-0.214919	-0.211529	-0.213241	-0.219141	-0.204263	-0.175996	-0.164217	-0.205401	-0.185564	-0.185027	-0.155471	-0.161792	-0.243208	-0.204327	-0.184318	-0.174366	-0.242095	-0.205851	-0.219564	-0.25069	-0.238659	-0.20088
fetal_lung	80	-0.121801	-0.204148	-0.236551	-0.223252	-0.22388	-0.235082	-0.222391	-0.211568	-0.212512	-0.204482	-0.213269	-0.193783	-0.173764	-0.172261	-0.181448	-0.14836	-0.193481	-0.15752	-0.16439	-0.257739	-0.198689	-0.189587	-0.180485	-0.235925	-0.215813	-0.217513	-0.252322	-0.233273	-0.185784
fetal_lung	90	-0.162599	-0.197951	-0.228127	-0.216746	-0.208883	-0.226604	-0.216566	-0.21258	-0.203	-0.215365	-0.207748	-0.220467	-0.186772	-0.163829	-0.194178	-0.154536	-0.17301	-0.162207	-0.163561	-0.164905	-0.207239	-0.191693	-0.182866	-0.24271	-0.21762	-0.221279	-0.245615	-0.231922	-0.186528
fetal_lung	100	-0.199199	-0.174474	-0.229752	-0.218304	-0.209914	-0.222994	-0.213611	-0.202548	-0.20502	-0.203624	-0.205606	-0.204831	-0.179802	-0.194454	-0.170328	-0.173133	-0.181687	-0.174401	-0.173301	-0.262476	-0.207611	-0.197499	-0.186801	-0.234734	-0.223076	-0.226147	-0.248732	-0.215976	-0.185219

fetal_muscle	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle	10	-0.100739	-0.131489	-0.222717	-0.182032	-0.196385	-0.204442	-0.195576	-0.192566	-0.1912	-0.194125	-0.19695	-0.189716	-0.190547	-0.155584	-0.186938	-0.183148	-0.185788	-0.184823	-0.194765	-0.199551	-0.177264	-0.160483	-0.186401	-0.160389	-0.173649	-0.164064	-0.212031	-0.17456	-0.189466
fetal_muscle	20	-0.145731	-0.179267	-0.26305	-0.211311	-0.221644	-0.223236	-0.221097	-0.209409	-0.206655	-0.211397	-0.21564	-0.211207	-0.2168	-0.207571	-0.212367	-0.211734	-0.215965	-0.197632	-0.211049	-0.201522	-0.21234	-0.203976	-0.226724	-0.198038	-0.208018	-0.226298	-0.266024	-0.250409	-0.225974
fetal_muscle	30	-0.151128	-0.171695	-0.260698	-0.204984	-0.227257	-0.223267	-0.241957	-0.207796	-0.211291	-0.206962	-0.210644	-0.216323	-0.214338	-0.218793	-0.218734	-0.213979	-0.219701	-0.197037	-0.19249	-0.200096	-0.201932	-0.201168	-0.227474	-0.217967	-0.207135	-0.214286	-0.278547	-0.262402	-0.256373
fetal_muscle	40	-0.222291	-0.154174	-0.251452	-0.230659	-0.217849	-0.228311	-0.240944	-0.207159	-0.216753	-0.212657	-0.20347	-0.221578	-0.209394	-0.216097	-0.204689	-0.218856	-0.203207	-0.190864	-0.18614	-0.193602	-0.22177	-0.211215	-0.233579	-0.228461	-0.197036	-0.211954	-0.278273	-0.267372	-0.263476
fetal_muscle	50	-0.226022	-0.180142	-0.254848	-0.209773	-0.237332	-0.215216	-0.234186	-0.204237	-0.203815	-0.201288	-0.239328	-0.211879	-0.187692	-0.164791	-0.197673	-0.199588	-0.208173	-0.193505	-0.188599	-0.183532	-0.227117	-0.210458	-0.230098	-0.228836	-0.197183	-0.202276	-0.264285	-0.267194	-0.230081
fetal_muscle	60	-0.225439	-0.177382	-0.251182	-0.219013	-0.221311	-0.226652	-0.223661	-0.191381	-0.218905	-0.206307	-0.214079	-0.22151	-0.210795	-0.183901	-0.21737	-0.200286	-0.210272	-0.193269	-0.188378	-0.190272	-0.21067	-0.210507	-0.222163	-0.214277	-0.19934	-0.1874	-0.253952	-0.231751	-0.244374
fetal_muscle	70	-0.224629	-0.181093	-0.248181	-0.222428	-0.219446	-0.230198	-0.250603	-0.20758	-0.208141	-0.201155	-0.219775	-0.227613	-0.184359	-0.20843	-0.203379	-0.176428	-0.182911	-0.191427	-0.195642	-0.203875	-0.215588	-0.20563	-0.2201	-0.220953	-0.1784	-0.190312	-0.248675	-0.251671	-0.260068
fetal_muscle	80	-0.230861	-0.192017	-0.235645	-0.223391	-0.216193	-0.215636	-0.23373	-0.231686	-0.212755	-0.198501	-0.211699	-0.21406	-0.20714	-0.175743	-0.205155	-0.187991	-0.208409	-0.182176	-0.164155	-0.174312	-0.213187	-0.201517	-0.213506	-0.206493	-0.188574	-0.183832	-0.246184	-0.241421	-0.24104
fetal_muscle	90	-0.236656	-0.1777	-0.251907	-0.201475	-0.2092	-0.207742	-0.236518	-0.202096	-0.223445	-0.193657	-0.21267	-0.200972	-0.191661	-0.177294	-0.211949	-0.199992	-0.187935	-0.187326	-0.195449	-0.187295	-0.222226	-0.199449	-0.204069	-0.222525	-0.186282	-0.196323	-0.269545	-0.259153	-0.246417
fetal_muscle	100	-0.222583	-0.176323	-0.246731	-0.2237	-0.257759	-0.208235	-0.25486	-0.195952	-0.210252	-0.200455	-0.203778	-0.211133	-0.195498	-0.203409	-0.156743	-0.183356	-0.199411	-0.185915	-0.20672	-0.169779	-0.205912	-0.207648	-0.21238	-0.210401	-0.208514	-0.194236	-0.252131	-0.248559	-0.246034

fetal_muscle_arm	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_arm	10	-0.117436	-0.116331	-0.209063	-0.223044	-0.227653	-0.154919	-0.222281	-0.156546	-0.102275	-0.162747	-0.152415	-0.145111	-0.067781	-0.112854	-0.159415	-0.148749	-0.126952	-0.167469	-0.172998	-0.168717	-0.200744	-0.202638	-0.188659	-0.188398	-0.1932	-0.189621	-0.184619	-0.158351	-0.160543
fetal_muscle_arm	20	-0.123408	-0.155695	-0.256893	-0.258913	-0.256949	-0.168241	-0.249917	-0.174573	-0.197405	-0.24839	-0.234897	-0.231821	-0.130803	-0.155292	-0.162229	-0.164463	-0.176814	-0.166063	-0.20026	-0.167865	-0.219216	-0.223808	-0.184916	-0.219643	-0.195776	-0.204006	-0.215971	-0.217828	-0.139013
fetal_muscle_arm	30	-0.124467	-0.190031	-0.259161	-0.251995	-0.256927	-0.186994	-0.248099	-0.183758	-0.250709	-0.256906	-0.248691	-0.238517	-0.183932	-0.154475	-0.149656	-0.150641	-0.16611	-0.163106	-0.188039	-0.194677	-0.195019	-0.228259	-0.221794	-0.214643	-0.201039	-0.212989	-0.230975	-0.217875	-0.17202
fetal_muscle_arm	40	-0.123308	-0.165866	-0.235195	-0.259151	-0.252265	-0.175434	-0.252645	-0.218638	-0.253191	-0.246352	-0.262095	-0.254701	-0.185243	-0.202407	-0.199182	-0.125695	-0.140437	-0.165496	-0.14875	-0.19876	-0.204472	-0.219867	-0.205391	-0.220327	-0.197059	-0.221881	-0.244743	-0.236933	-0.183078
fetal_muscle_arm	50	-0.151376	-0.190786	-0.247661	-0.261951	-0.253296	-0.181037	-0.235974	-0.190296	-0.249817	-0.236362	-0.238824	-0.246766	-0.178354	-0.164173	-0.16373	-0.197979	-0.137939	-0.198177	-0.188376	-0.192173	-0.209051	-0.21217	-0.218027	-0.212422	-0.204515	-0.204959	-0.246574	-0.240164	-0.223845
fetal_muscle_arm	60	-0.204838	-0.177225	-0.246117	-0.254537	-0.234469	-0.190526	-0.237975	-0.182927	-0.236316	-0.242016	-0.242101	-0.245619	-0.1904	-0.182356	-0.193749	-0.157294	-0.145796	-0.18173	-0.195718	-0.182745	-0.1947	-0.212737	-0.20018	-0.225101	-0.202488	-0.200193	-0.228071	-0.247495	-0.212612
fetal_muscle_arm	70	-0.158834	-0.189249	-0.251387	-0.248546	-0.236486	-0.191178	-0.245273	-0.184312	-0.186993	-0.241206	-0.243035	-0.238821	-0.150683	-0.145295	-0.133494	-0.164854	-0.173082	-0.188581	-0.176192	-0.192378	-0.203965	-0.212272	-0.198352	-0.222071	-0.19512	-0.205018	-0.227026	-0.264202	-0.176192
fetal_muscle_arm	80	-0.206748	-0.18271	-0.234099	-0.241292	-0.242078	-0.193869	-0.237242	-0.216642	-0.233433	-0.235876	-0.249224	-0.232688	-0.153897	-0.16976	-0.143134	-0.158056	-0.160663	-0.185696	-0.175329	-0.174057	-0.206502	-0.215156	-0.183983	-0.234663	-0.198664	-0.206296	-0.239096	-0.244047	-0.222814
fetal_muscle_arm	90	-0.185295	-0.183433	-0.238549	-0.237392	-0.241696	-0.19197	-0.238216	-0.215407	-0.228087	-0.221135	-0.229183	-0.227369	-0.152958	-0.140316	-0.13855	-0.161036	-0.166474	-0.169457	-0.175775	-0.178578	-0.200201	-0.204799	-0.198732	-0.244496	-0.189433	-0.199132	-0.214806	-0.249504	-0.207798
fetal_muscle_arm	100	-0.207449	-0.165869	-0.230038	-0.239562	-0.23343	-0.186632	-0.230401	-0.194389	-0.216214	-0.211271	-0.232356	-0.221755	-0.149555	-0.165184	-0.148712	-0.148501	-0.170456	-0.187303	-0.181275	-0.18128	-0.209583	-0.206685	-0.191766	-0.234429	-0.199066	-0.200447	-0.226469	-0.266875	-0.21138

fetal_muscle_back	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_back	10	-0.126113	-0.116279	-0.172429	-0.171946	-0.189534	-0.231042	-0.233502	-0.149735	-0.199031	-0.182173	-0.178804	-0.184446	-0.166935	-0.120882	-0.174577	-0.192947	-0.159802	-0.178276	-0.165616	-0.188369	-0.196744	-0.182871	-0.188552	-0.19316	-0.186149	-0.180489	-0.198356	-0.206112	-0.180459
fetal_muscle_back	20	-0.146485	-0.169356	-0.255488	-0.193331	-0.256435	-0.260909	-0.253066	-0.200024	-0.243127	-0.206258	-0.207939	-0.193001	-0.200543	-0.190724	-0.182124	-0.238655	-0.20743	-0.179655	-0.176631	-0.163302	-0.19212	-0.220728	-0.188465	-0.203204	-0.193401	-0.207706	-0.250283	-0.204601	-0.177081
fetal_muscle_back	30	-0.129651	-0.163519	-0.233946	-0.207589	-0.261233	-0.267466	-0.259927	-0.196611	-0.255806	-0.234588	-0.246207	-0.20463	-0.181839	-0.185859	-0.19793	-0.223247	-0.196739	-0.170123	-0.202393	-0.182305	-0.211945	-0.253069	-0.218788	-0.192704	-0.172129	-0.180365	-0.245217	-0.199385	-0.229605
fetal_muscle_back	40	-0.119502	-0.165875	-0.234585	-0.214914	-0.253123	-0.258613	-0.257516	-0.193925	-0.258157	-0.249888	-0.208641	-0.198501	-0.175266	-0.19121	-0.147676	-0.246176	-0.205567	-0.186209	-0.183328	-0.18224	-0.2095	-0.251616	-0.207831	-0.187014	-0.182618	-0.154894	-0.243717	-0.225219	-0.183863
fetal_muscle_back	50	-0.124706	-0.157054	-0.215092	-0.199161	-0.235432	-0.246552	-0.255069	-0.183181	-0.253003	-0.228947	-0.20682	-0.201088	-0.17414	-0.179045	-0.217468	-0.235566	-0.216462	-0.183963	-0.186971	-0.189735	-0.201078	-0.245163	-0.200576	-0.212557	-0.187963	-0.166758	-0.256013	-0.220793	-0.234422
fetal_muscle_back	60	-0.184006	-0.180714	-0.221634	-0.203944	-0.243379	-0.263212	-0.258262	-0.199987	-0.250357	-0.220179	-0.249108	-0.213417	-0.164548	-0.179413	-0.197315	-0.235855	-0.156995	-0.180662	-0.187249	-0.186157	-0.203262	-0.23082	-0.189593	-0.190441	-0.177314	-0.174153	-0.258034	-0.245314	-0.216891
fetal_muscle_back	70	-0.196588	-0.193812	-0.23867	-0.204318	-0.237949	-0.246385	-0.243457	-0.21385	-0.215375	-0.190807	-0.21022	-0.20101	-0.171538	-0.198689	-0.180174	-0.19313	-0.17987	-0.18454	-0.179479	-0.164092	-0.197163	-0.237411	-0.19274	-0.212306	-0.194116	-0.175062	-0.253662	-0.203905	-0.238923
fetal_muscle_back	80	-0.203621	-0.193067	-0.239835	-0.207799	-0.233079	-0.237338	-0.240692	-0.184732	-0.208865	-0.237504	-0.208431	-0.201208	-0.173791	-0.178736	-0.206199	-0.239286	-0.194616	-0.18214	-0.179254	-0.188594	-0.205161	-0.237241	-0.187514	-0.20196	-0.197267	-0.169719	-0.26234	-0.234452	-0.228566
fetal_muscle_back	90	-0.20934	-0.192339	-0.256906	-0.201292	-0.227269	-0.245211	-0.23861	-0.201982	-0.227755	-0.199431	-0.189734	-0.196303	-0.184617	-0.151219	-0.161392	-0.188353	-0.178749	-0.176192	-0.183152	-0.187996	-0.213944	-0.230424	-0.190267	-0.21159	-0.18927	-0.171133	-0.255791	-0.240187	-0.236861
fetal_muscle_back	100	-0.217268	-0.179145	-0.231135	-0.201207	-0.222284	-0.223991	-0.234776	-0.171262	-0.225087	-0.227182	-0.231866	-0.206097	-0.171979	-0.193867	-0.178671	-0.198795	-0.175876	-0.180313	-0.166843	-0.171869	-0.203738	-0.224593	-0.199707	-0.23312	-0.202391	-0.174402	-0.244666	-0.238493	-0.214605

fetal_muscle_leg	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_leg	10	-0.120716	-0.127907	-0.227887	-0.218179	-0.229456	-0.226615	-0.211045	-0.231413	-0.2168	-0.231698	-0.233802	-0.211901	-0.201696	-0.123293	-0.177646	-0.219383	-0.207805	-0.174137	-0.168564	-0.188491	-0.178189	-0.16499	-0.172465	-0.167011	-0.160893	-0.201412	-0.15866	-0.144335	-0.168847
fetal_muscle_leg	20	-0.111988	-0.19027	-0.254442	-0.251541	-0.258923	-0.25817	-0.259527	-0.253226	-0.261068	-0.248607	-0.253074	-0.25065	-0.22995	-0.209233	-0.201194	-0.237992	-0.239337	-0.193804	-0.165705	-0.186102	-0.18175	-0.198849	-0.190537	-0.185179	-0.197548	-0.211747	-0.199871	-0.193719	-0.214985
fetal_muscle_leg	30	-0.131502	-0.204629	-0.251701	-0.257667	-0.254517	-0.259656	-0.251053	-0.251769	-0.254276	-0.238607	-0.259389	-0.258033	-0.243566	-0.237999	-0.210643	-0.251681	-0.230473	-0.185934	-0.180397	-0.178604	-0.219097	-0.195638	-0.199947	-0.211126	-0.207555	-0.198695	-0.231157	-0.203432	-0.250786
fetal_muscle_leg	40	-0.142904	-0.191187	-0.245189	-0.25601	-0.248997	-0.259616	-0.245938	-0.24798	-0.245042	-0.241388	-0.253487	-0.225837	-0.247332	-0.197376	-0.19498	-0.25757	-0.241395	-0.192429	-0.203672	-0.186733	-0.216259	-0.184399	-0.204616	-0.218488	-0.206176	-0.188811	-0.23516	-0.215237	-0.238099
fetal_muscle_leg	50	-0.195383	-0.192006	-0.245178	-0.241199	-0.236567	-0.247893	-0.250667	-0.240865	-0.241624	-0.24046	-0.244603	-0.2439	-0.246992	-0.208495	-0.221624	-0.247681	-0.219673	-0.175964	-0.203668	-0.184494	-0.199149	-0.187526	-0.206052	-0.223033	-0.202777	-0.199104	-0.244645	-0.228152	-0.223571
fetal_muscle_leg	60	-0.165496	-0.191335	-0.241747	-0.25291	-0.243159	-0.244448	-0.248104	-0.240411	-0.237366	-0.248562	-0.237318	-0.229321	-0.221067	-0.219122	-0.215743	-0.226062	-0.223085	-0.184569	-0.180046	-0.180648	-0.196213	-0.185783	-0.192701	-0.217673	-0.209036	-0.195099	-0.241381	-0.239632	-0.223986
fetal_muscle_leg	70	-0.187807	-0.197578	-0.249882	-0.253764	-0.241462	-0.253702	-0.235674	-0.247827	-0.243011	-0.246384	-0.236313	-0.238192	-0.226535	-0.232403	-0.166977	-0.208075	-0.188784	-0.186583	-0.186846	-0.172539	-0.204309	-0.191375	-0.186145	-0.224683	-0.200584	-0.20334	-0.239129	-0.245399	-0.24435
fetal_muscle_leg	80	-0.220602	-0.192518	-0.244444	-0.254574	-0.23702	-0.243847	-0.233112	-0.246299	-0.236479	-0.246086	-0.239224	-0.246221	-0.221103	-0.185557	-0.169456	-0.226739	-0.228857	-0.191857	-0.170489	-0.181246	-0.199515	-0.205583	-0.19177	-0.219278	-0.203378	-0.196314	-0.246019	-0.209784	-0.271792
fetal_muscle_leg	90	-0.228499	-0.189469	-0.234945	-0.246845	-0.23737	-0.237617	-0.236826	-0.226767	-0.227229	-0.222115	-0.233858	-0.234027	-0.170507	-0.204194	-0.15521	-0.207174	-0.207272	-0.172762	-0.17266	-0.197496	-0.201173	-0.194772	-0.186916	-0.229858	-0.192176	-0.198169	-0.244282	-0.243303	-0.265781
fetal_muscle_leg	100	-0.211223	-0.183481	-0.232714	-0.242891	-0.232623	-0.241032	-0.230532	-0.22692	-0.23192	-0.229487	-0.237089	-0.211714	-0.187436	-0.176443	-0.173588	-0.211286	-0.191155	-0.176398	-0.173599	-0.178362	-0.201183	-0.193438	-0.195817	-0.239747	-0.204606	-0.189958	-0.251103	-0.229329	-0.239016

fetal_muscle_lower_limb	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_lower_limb	10	-0.138565	-0.135272	-0.209473	-0.219759	-0.207694	-0.215597	-0.218696	-0.225883	-0.204666	-0.224459	-0.20964	-0.207631	-0.207199	-0.19462	-0.202094	-0.201273	-0.200026	-0.183083	-0.155224	-0.174411	-0.189354	-0.189101	-0.202223	-0.203577	-0.192372	-0.197725	-0.188904	-0.222576	-0.216622
fetal_muscle_lower_limb	20	-0.156957	-0.111662	-0.234429	-0.213632	-0.213148	-0.245843	-0.246001	-0.236465	-0.257471	-0.239335	-0.243539	-0.23315	-0.228402	-0.232431	-0.230111	-0.227847	-0.235662	-0.191437	-0.209079	-0.174179	-0.186452	-0.228594	-0.22304	-0.228102	-0.219148	-0.225073	-0.243722	-0.243714	-0.20346
fetal_muscle_lower_limb	30	-0.219106	-0.132023	-0.239044	-0.235701	-0.228321	-0.25737	-0.250338	-0.243797	-0.255297	-0.252283	-0.22838	-0.239873	-0.24723	-0.226154	-0.219476	-0.225432	-0.230955	-0.195026	-0.18364	-0.206752	-0.218518	-0.210802	-0.224454	-0.211472	-0.222692	-0.21255	-0.260526	-0.254319	-0.250224
fetal_muscle_lower_limb	40	-0.233496	-0.157753	-0.223984	-0.23163	-0.221287	-0.254748	-0.255765	-0.256227	-0.253146	-0.227675	-0.227169	-0.240203	-0.21836	-0.195704	-0.235501	-0.238427	-0.253147	-0.197972	-0.181912	-0.173555	-0.215171	-0.207135	-0.224526	-0.208792	-0.191954	-0.18577	-0.267025	-0.253573	-0.225923
fetal_muscle_lower_limb	50	-0.217302	-0.145315	-0.237545	-0.241984	-0.230786	-0.247543	-0.259737	-0.23313	-0.239039	-0.228784	-0.242243	-0.217836	-0.220816	-0.21866	-0.226971	-0.218602	-0.238983	-0.188464	-0.182654	-0.191972	-0.227035	-0.212292	-0.225286	-0.213101	-0.17488	-0.191541	-0.266573	-0.250248	-0.237746
fetal_muscle_lower_limb	60	-0.22277	-0.146535	-0.227629	-0.216918	-0.237317	-0.240285	-0.253371	-0.238398	-0.227205	-0.234657	-0.223966	-0.223673	-0.205222	-0.202303	-0.195977	-0.219916	-0.237095	-0.185417	-0.176994	-0.173056	-0.215789	-0.200674	-0.21555	-0.182864	-0.192102	-0.189879	-0.253103	-0.255793	-0.236493
fetal_muscle_lower_limb	70	-0.222633	-0.136581	-0.204968	-0.230934	-0.220304	-0.227144	-0.238445	-0.21942	-0.248896	-0.213117	-0.215927	-0.226311	-0.205187	-0.201373	-0.20389	-0.214487	-0.206357	-0.187678	-0.166126	-0.185563	-0.213123	-0.204476	-0.231435	-0.187488	-0.184238	-0.181069	-0.260443	-0.265181	-0.239536
fetal_muscle_lower_limb	80	-0.217095	-0.121493	-0.204162	-0.230583	-0.212347	-0.232258	-0.23543	-0.222359	-0.214288	-0.225368	-0.210448	-0.209587	-0.208457	-0.209961	-0.197416	-0.20185	-0.218855	-0.162487	-0.178128	-0.178628	-0.223002	-0.198883	-0.208423	-0.1862	-0.177228	-0.180557	-0.273817	-0.287423	-0.250316
