breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd56_primary_cells	90	0.253429	0.161005	0.141333	0.203413	0.158068	0.149085	0.193821	0.17814	0.184046	0.188455	0.173039	0.163157	0.157589	0.192016	0.19352	0.211434	0.003729	0.001061	-0.00189	-0.000763	-0.000761	-0.00096	-0.00191	-0.001556	-0.000934	-0.001437	-0.000573	-0.00191
cd56_primary_cells	100	0.216747	0.135811	0.154002	0.166246	0.161703	0.144378	0.161117	0.181132	0.142183	0.179786	0.146098	0.164135	0.160654	0.161966	0.179399	0.174226	0.003132	0.003577	0.000806	-0.000995	-0.000786	-0.000959	-0.001556	-0.001269	-0.001004	-0.001515	-0.001299	-0.001547
cd8_primary_cells	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd8_primary_cells	10	0.283813	0.180027	0.155904	0.146984	0.204604	0.179507	0.10006	0.182982	0.124381	0.161638	0.138768	0.153865	0.189563	0.17888	0.172442	0.162145	-0.007856	0.008934	-0.005003	0.005934	-0.003421	-0.012787	-0.014875	-0.006862	-0.004803	-0.00887	0.000876	-0.005349
cd8_primary_cells	20	0.301481	0.198778	0.189703	0.192292	0.218931	0.211689	0.210712	0.189177	0.213224	0.211974	0.197439	0.198185	0.203161	0.209202	0.210459	0.21378	-0.001515	0.001777	0.004748	0.009524	0.007566	-0.002627	-0.00218	0.00378	0.0027	-0.005533	0.001918	-0.004625
cd8_primary_cells	30	0.288177	0.219221	0.220582	0.213928	0.217552	0.222567	0.186654	0.230376	0.213902	0.218943	0.21497	0.215846	0.222848	0.217042	0.231257	0.224446	0.001857	0.000911	0.004443	0.003351	0.005258	0.001851	-0.000388	0.003989	0.002127	-0.009582	-0.007542	-0.009376
cd8_primary_cells	40	0.276614	0.204113	0.206071	0.19576	0.225609	0.193211	0.220074	0.227194	0.212005	0.211985	0.216262	0.224969	0.199932	0.212485	0.221007	0.207971	0.00119	0.001928	0.002897	0.004852	0.006581	0.002473	5.8e-05	0.004634	0.002014	-0.005033	-0.003787	-0.008702
cd8_primary_cells	50	0.260817	0.183264	0.183777	0.18653	0.193008	0.18029	0.18599	0.207065	0.174828	0.203111	0.183208	0.191239	0.179295	0.190557	0.204845	0.187608	0.000464	0.000252	0.000906	0.003618	0.003232	0.001567	0.001084	0.001724	0.003285	-0.004381	0.001205	-0.008859
cd8_primary_cells	60	0.234307	0.165097	0.152079	0.159928	0.193839	0.174722	0.195649	0.18015	0.167522	0.170516	0.162103	0.175628	0.167297	0.153178	0.202985	0.160876	-0.000806	0.000865	0.000205	0.006932	0.005298	0.002666	0.001041	0.002734	0.002113	-0.001103	0.004016	0.002748
cd8_primary_cells	70	0.223608	0.139967	0.132106	0.143822	0.163646	0.139025	0.148815	0.149883	0.142152	0.157725	0.162447	0.157335	0.162762	0.15631	0.17225	0.174752	0.000839	-5.8e-05	-0.003659	0.003635	0.002611	0.001662	0.000545	0.002251	0.002508	-0.001122	-0.000405	-0.008046
cd8_primary_cells	80	0.214669	0.124048	0.128867	0.133393	0.149464	0.132843	0.150866	0.145599	0.138901	0.150509	0.131991	0.129161	0.142674	0.135724	0.157975	0.140617	0.001561	-0.002005	-6.5e-05	0.004273	0.003324	0.001986	0.002802	0.002357	0.001573	-0.002097	0.001319	0.001296
cd8_primary_cells	90	0.200907	0.120716	0.124387	0.133977	0.13432	0.115568	0.130015	0.133358	0.121456	0.139689	0.116415	0.109601	0.130676	0.117684	0.136933	0.131744	0.008196	-0.000385	-2.4e-05	0.005235	0.003406	0.001969	0.00021	0.001693	0.001295	-0.000428	-0.001104	-0.001209
cd8_primary_cells	100	0.195352	0.094384	0.111546	0.124267	0.146014	0.121343	0.127212	0.110982	0.117877	0.131186	0.105124	0.102687	0.115617	0.121348	0.126005	0.101742	-3.8e-05	-0.004508	-0.005995	0.002855	0.003613	0.001155	0.000177	0.001756	0.00312	-0.001555	0.000697	0.000326
fetal_adrenal_gland	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_adrenal_gland	10	0.271207	0.080396	0.071406	0.10325	0.138849	0.063348	0.115367	0.092086	0.12723	0.097743	0.164657	0.120431	0.140724	0.128849	0.144047	0.121821	-0.112793	-0.112793	-0.112793	0.006094	0.005729	0.005614	0.006241	0.004402	0.004255	0.004211	0.001555	0.003869
fetal_adrenal_gland	20	0.280411	0.177777	0.19483	0.161563	0.20031	0.188517	0.179319	0.131923	0.192876	0.171393	0.195612	0.208901	0.19311	0.210099	0.186363	0.168791	-0.068206	-0.065519	-0.065435	0.004288	0.003422	0.004097	0.003802	0.004731	0.003205	0.003012	0.00218	0.005499
fetal_adrenal_gland	30	0.284337	0.21635	0.19674	0.213736	0.197124	0.200646	0.188617	0.210434	0.196193	0.20198	0.192515	0.200285	0.212831	0.200158	0.210342	0.208017	-0.059467	-0.059321	-0.039033	0.003695	0.002977	0.003008	0.002707	0.003533	0.002884	0.002876	0.001951	0.005169
fetal_adrenal_gland	40	0.273115	0.225199	0.214506	0.20369	0.188025	0.207211	0.239806	0.199701	0.175788	0.203999	0.186369	0.174752	0.211555	0.224968	0.192985	0.199106	-0.031297	-0.029519	-0.028718	0.002447	0.002735	0.002403	0.001729	0.002115	0.002151	0.00262	0.001413	0.0044
fetal_adrenal_gland	50	0.252367	0.180355	0.178624	0.154915	0.152057	0.17335	0.172082	0.168433	0.184227	0.207288	0.175335	0.179272	0.189267	0.201599	0.148107	0.160758	-0.021149	-0.024868	-0.023924	0.002209	0.002031	0.002492	0.001529	0.002065	0.002481	0.002589	0.001218	0.00361
fetal_adrenal_gland	60	0.23986	0.16774	0.162603	0.151562	0.142957	0.138611	0.183824	0.15793	0.172512	0.165089	0.134201	0.170535	0.171986	0.179404	0.137238	0.147592	-0.02194	-0.020922	-0.020962	0.001333	0.001952	0.001982	0.001265	0.002017	0.001465	0.001482	-0.000321	0.003226
fetal_adrenal_gland	70	0.232337	0.135703	0.1123	0.122409	0.143946	0.132891	0.137842	0.128172	0.132122	0.157274	0.132227	0.143193	0.147279	0.16171	0.128682	0.146252	-0.016617	-0.018087	-0.028058	0.001158	0.000934	0.002118	0.001794	0.001277	0.001546	0.00259	0.000269	0.003512
fetal_adrenal_gland	80	0.228685	0.137298	0.113391	0.10885	0.12425	0.10608	0.127649	0.13446	0.113484	0.129097	0.11349	0.136958	0.135599	0.140989	0.130151	0.135657	-0.020662	-0.020178	-0.021964	0.000879	0.000688	0.001279	0.00092	0.001315	0.00122	0.002787	0.000816	0.003235
fetal_adrenal_gland	90	0.217698	0.118598	0.104424	0.118747	0.100033	0.100696	0.11135	0.116359	0.111113	0.130301	0.096	0.110255	0.114413	0.10445	0.122978	0.106849	-0.014645	-0.018711	-0.014685	0.001404	0.000299	0.001903	0.001488	0.000994	0.000567	0.002676	0.001376	0.003291
fetal_adrenal_gland	100	0.196843	0.110549	0.096738	0.099085	0.109982	0.086474	0.09955	0.106139	0.103763	0.108341	0.101999	0.101435	0.097791	0.108441	0.100755	0.110753	-0.010793	-0.013833	-0.011662	0.001253	0.000602	0.001132	0.000665	0.000314	0.000592	0.002396	0.001222	0.002643
fetal_brain	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_brain	10	0.31478	0.09617049	0.1421414	0.1867026	0.127939	0.115108	0.1195274	0.1211993	0.1181709	0.111572	0.11589	0.117079	0.1058962	0.09955114	0.122328	0.175584	-0.02802328	-0.02996357	-0.02875338	-0.052764	-0.031143	-0.031167	-0.039589	-0.058823	-0.055656	0.061354	0.044621	0.015142
fetal_brain	20	0.3045375	0.2028765	0.1959433	0.1972283	0.146471	0.156753	0.213937	0.1780169	0.2104146	0.156144	0.204314	0.222046	0.1529684	0.2146451	0.172689	0.201545	-0.02969734	-0.01839406	-0.03320898	-0.014784	-0.012792	-0.017781	-0.027366	-0.02591	-0.027548	-0.019627	-0.006395	0.039728
fetal_brain	30	0.2827566	0.2290391	0.2182306	0.1876205	0.158172	0.106705	0.2228334	0.2707374	0.1864011	0.132255	0.246515	0.2300225	0.1834325	0.1962582	0.210586	0.257156	-0.02768263	-0.03132171	-0.0283312	-0.011102	-0.009971	-0.014265	-0.021696	-0.016036	-0.013111	-0.021689	-0.01074	0.000478
fetal_brain	40	0.2585562	0.2096133	0.2260541	0.1521522	0.216677	0.104843	0.2509912	0.1977672	0.1921457	0.19716	0.218695	0.2475579	0.2127012	0.2037389	0.180698	0.201862	-0.02448889	-0.02345726	-0.03114496	-0.013134	-0.012503	-0.004606	-0.017462	-0.012469	-0.006031	-0.012727	0.00168	0.032232
fetal_brain	50	0.2651998	0.1675191	0.1934529	0.197421	0.179443	0.132765	0.1770531	0.1943585	0.1601697	0.110871	0.162497	0.1936056	0.2137754	0.1951772	0.22333	0.177609	-0.02328472	-0.02331302	-0.02243236	-0.011961	-0.00801	-0.010663	-0.016923	-0.013094	-0.007042	-0.006169	-0.012729	0.016966
fetal_brain	60	0.2555744	0.1520021	0.1498286	0.1539677	0.135302	0.181957	0.2076308	0.1520122	0.1425357	0.196302	0.232279	0.1876591	0.2031133	0.1493384	0.19423	0.125108	-0.02448275	-0.02740664	-0.02545415	-0.008116	-0.010779	-0.009033	-0.008477	-0.009229	-0.005772	-0.005232	-0.000148	0.014403
fetal_brain	70	0.2432992	0.120896	0.1731441	0.09993459	0.173343	0.098222	0.1233103	0.1507144	0.1660391	0.186706	0.147846	0.1668052	0.1710958	0.1337659	0.200986	0.128668	-0.02295104	-0.02353597	-0.02394267	-0.008344	-0.007859	-0.005177	-0.014522	-0.009384	-0.006589	-0.009417	-0.004412	0.0119
fetal_brain	80	0.2275068	0.09900454	0.09947433	0.1366617	0.160199	0.029521	0.1044787	0.1576494	0.1247292	0.133923	0.13245	0.1815748	0.1631266	0.1221461	0.19408	0.132411	-0.01946197	-0.01756112	-0.02342444	-0.006418	-0.00741	-0.004954	-0.009993	-0.009651	-0.007343	-0.014355	-0.010314	0.003683
fetal_brain	90	0.2146239	0.1222367	0.09707991	0.09907584	0.184286	0.033895	0.09461063	0.106942	0.09014628	0.07939	0.184265	0.1781259	0.1378736	0.0883028	0.189877	0.111696	-0.02344871	-0.02227378	-0.0196395	-0.010049	-0.002742	-0.009687	-0.011356	-0.008156	-0.00765	-0.008235	-0.006772	0.005072
fetal_brain	100	0.2200587	0.1294996	0.03784997	0.1567031	0.12331400000000001	0.088032	0.1066689	0.0797217	0.1118779	0.113671	0.125477	0.112364	0.1223145	0.1485561	0.185287	0.063176	-0.01880945	-0.02025889	-0.01529185	-0.006583	-0.003642	-0.005651	-0.010181	-0.005284	-0.007693	-0.006632	-0.006287	0.007322
fetal_heart	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_heart	10	0.186631	0.069131	0.013712	0.007885	0.080358	0.015747	-0.002348	0.062446	0.09124	0.068744	0.057794	0.086448	0.095887	0.07884	0.010674	0.052926	-0.081213	-0.081941	-0.084509	0.00165	0.003275	0.003373	0.008255	0.002854	0.004435	0.003105	0.00274	0.000702
fetal_heart	20	0.197743	0.113536	0.055824	0.065185	0.039035	0.042123	0.055854	0.073524	0.06592	0.063527	0.104545	0.092783	0.113728	0.076766	0.110666	0.092751	-0.062784	-0.079464	-0.081714	0.002856	0.003128	0.003591	0.005192	0.004688	0.004355	0.001347	0.001332	0.002026
fetal_heart	30	0.200477	0.113918	0.077784	0.078571	0.07289	0.077277	0.081808	0.110566	0.093264	0.059658	0.120775	0.092654	0.114471	0.108246	0.126104	0.097272	-0.050357	-0.063982	-0.061821	0.003463	0.00377	0.00414	0.003585	0.004175	0.003484	0.000678	0.001017	0.001203
fetal_heart	40	0.19264	0.125282	0.087333	0.100627	0.090021	0.077926	0.112645	0.101615	0.11452	0.139583	0.130525	0.107581	0.106487	0.11114	0.126828	0.108674	-0.053195	-0.051499	-0.051721	0.002174	0.003089	0.003821	0.003391	0.004466	0.00289	0.002317	0.000648	0.001985
fetal_heart	50	0.185783	0.093471	0.109547	0.084171	0.103234	0.068105	0.105163	0.106098	0.08474	0.108732	0.097445	0.107907	0.118661	0.112128	0.110447	0.102032	-0.049832	-0.048938	-0.049798	0.003385	0.003681	0.003139	0.003787	0.00411	0.003309	0.002358	0.001437	0.001519
fetal_heart	60	0.170898	0.098228	0.086876	0.07936	0.105012	0.089844	0.084418	0.078822	0.076307	0.094482	0.095567	0.085321	0.104003	0.11152	0.099239	0.088486	-0.036782	-0.040045	-0.047384	0.003282	0.003642	0.002832	0.002474	0.003879	0.003362	0.001898	0.000994	-0.000165
fetal_heart	70	0.166659	0.067808	0.081493	0.070431	0.104983	0.056901	0.079447	0.083473	0.074732	0.085454	0.077301	0.085773	0.084586	0.104485	0.106399	0.082632	-0.044703	-0.035247	-0.022315	0.002752	0.003249	0.001877	0.003055	0.003557	0.002128	0.002183	0.001258	0.001227
fetal_heart	80	0.154615	0.061484	0.076503	0.079499	0.078774	0.06446	0.067523	0.085189	0.074105	0.093294	0.082076	0.080731	0.071691	0.086544	0.099055	0.074863	-0.029818	-0.025433	-0.021966	0.001207	0.003416	0.00254	0.00352	0.000967	0.002668	0.00053	0.001011	-0.000498
fetal_heart	90	0.148976	0.065468	0.06619	0.069502	0.062246	0.058284	0.063224	0.077833	0.062336	0.081023	0.072755	0.068937	0.066273	0.079265	0.090498	0.061435	-0.018609	-0.035169	-0.032493	0.001784	0.002851	0.001135	0.002802	0.003505	0.001146	0.002482	0.000555	-0.001331
fetal_heart	100	0.140144	0.071285	0.048459	0.065049	0.061959	0.045556	0.064987	0.057812	0.056623	0.062864	0.062154	0.070335	0.064377	0.078458	0.078728	0.052663	-0.014827	-0.019532	-0.015514	0.000392	0.003461	0.001504	0.002924	0.004051	0.000717	0.001297	0.000588	-0.000884
fetal_intestine_large	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_intestine_large	10	0.208389	0.058045	0.039111	0.006567	0.06813	0.055554	0.052214	0.027317	0.03401	0.00603	0.077068	-0.072535	0.062857	0.043043	0.067249	0.070199	-0.059905	-0.045817	-0.057737	-0.001357	-0.000929	-0.00119	-0.001503	-0.001257	-0.001076	-0.000439	-0.000866	-0.000301
fetal_intestine_large	20	0.201813	0.100454	0.088067	0.149902	0.110537	0.0906	0.070524	0.091285	0.127236	0.096595	0.085082	0.116571	0.090875	0.089822	0.120679	0.133851	-0.060584	-0.056937	-0.06203	-0.0012	-0.000569	-0.001362	-0.001247	-0.001828	-0.000694	-0.00132	-0.001125	-0.000806
fetal_intestine_large	30	0.198572	0.093526	0.069738	0.117959	0.126482	0.073706	0.08318	0.107287	0.114857	0.127314	0.092525	0.097998	0.129283	0.084626	0.130933	0.130494	-0.054705	-0.059726	-0.056182	-0.001321	-0.001021	-0.001212	-0.001706	-0.001227	-0.001294	-0.000964	-0.000997	-0.00028
fetal_intestine_large	40	0.193332	0.065735	0.113144	0.109688	0.114184	0.08862	0.092915	0.091251	0.10231	0.112505	0.079136	0.104889	0.103594	0.111077	0.127458	0.082527	-0.06085	-0.059517	-0.059675	-0.001124	-0.001069	-0.001502	-0.001463	-0.001578	-0.001657	-0.001007	-0.000783	-0.000823
fetal_intestine_large	50	0.176721	0.072992	0.065414	0.062434	0.093671	0.05803	0.076044	0.081223	0.064554	0.072544	0.071836	0.093957	0.09936	0.043856	0.080203	0.082725	-0.057763	-0.057867	-0.058798	-0.001496	-0.000994	-0.001594	-0.001313	-0.000922	-0.001414	-0.001294	-0.000781	-0.000338
fetal_intestine_large	60	0.170589	0.062855	0.066502	0.067472	0.052479	0.059658	0.048249	0.062616	0.061165	0.069715	0.03847	0.061597	0.065831	0.051514	0.10166	0.056125	-0.058377	-0.057106	-0.058886	-0.001277	-0.001119	-0.001966	-0.001253	-0.0012	-0.001581	-0.000892	-0.000588	-8e-05
fetal_intestine_large	70	0.163154	0.037779	0.050558	0.047455	0.070364	0.032872	0.032705	0.060826	0.049436	0.066853	0.030888	0.060357	0.042167	0.041089	0.076405	0.065181	-0.055142	-0.059407	-0.057246	-0.00135	-0.001198	-0.001632	-0.001452	-0.001392	-0.001515	-0.00114	-0.000528	-0.000695
fetal_intestine_large	80	0.146043	0.035262	0.040594	0.035336	0.049808	0.034125	0.029853	0.038591	0.045897	0.059124	0.026944	0.039737	0.037027	0.036075	0.075795	0.035629	-0.054598	-0.058382	-0.055966	-0.001649	-0.001298	-0.00153	-0.001324	-0.001484	-0.001271	-0.001012	-0.000625	-0.000772
fetal_intestine_large	90	0.140679	0.02784	0.040609	0.037703	0.041459	0.02249	0.026113	0.032387	0.035702	0.027139	0.02041	0.042233	0.029683	0.029835	0.053686	0.036287	-0.056275	-0.054686	-0.0541	-0.001287	-0.001026	-0.001579	-0.001168	-0.001283	-0.001303	-0.001017	-0.000953	-0.00076
fetal_intestine_large	100	0.135572	0.035466	0.035648	0.032818	0.036592	0.018483	0.027985	0.031484	0.028882	0.039318	0.018955	0.032399	0.02429	0.026306	0.071702	0.024696	-0.05368	-0.05444	-0.053567	-0.001662	-0.00117	-0.001435	-0.001367	-0.001457	-0.001294	-0.000895	-0.000785	-0.000536
fetal_intestine_small	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_intestine_small	10	0.195611	0.110411	0.105574	0.052736	0.080807	0.10219	0.051416	0.102919	-0.009645	0.098107	0.039823	0.053873	0.060715	0.101799	0.109658	0.066261	-0.06248	-0.032658	-0.058122	0.00332	0.004448	0.006216	0.005326	0.009928	0.014705	0.000709	0.005074	0.00013
fetal_intestine_small	20	0.204149	0.123208	0.134721	0.105144	0.119971	0.124295	0.122391	0.128937	0.124206	0.130137	0.127722	0.144089	0.132844	0.118205	0.147117	0.105189	-0.06212	-0.061898	-0.062342	0.007283	0.002079	0.002344	0.0014	0.001437	0.002051	0.001331	-6.6e-05	0.002646
fetal_intestine_small	30	0.196904	0.097986	0.143529	0.108521	0.116305	0.089821	0.105405	0.126418	0.102823	0.115256	0.119467	0.077033	0.100092	0.114562	0.1354	0.081999	-0.062176	-0.064542	-0.064142	0.004316	0.001712	0.003432	-0.00089	6.4e-05	0.002917	-0.00333	-0.008199	0.00873
fetal_intestine_small	40	0.185161	0.100357	0.114355	0.080074	0.118855	0.097685	0.103218	0.096395	0.098802	0.09479	0.0995	0.130647	0.106463	0.10623	0.107817	0.10334	-0.064538	-0.064505	-0.062884	0.002138	0.005032	0.004493	0.003376	0.00165	0.000386	-0.003947	-0.008351	0.007482
fetal_intestine_small	50	0.183955	0.085752	0.08226	0.077565	0.088161	0.06598	0.084602	0.077932	0.08603	0.115923	0.063428	0.090803	0.086358	0.101278	0.105745	0.092476	-0.064396	-0.063707	-0.062787	0.002104	0.001112	0.003359	0.000888	0.002169	0.00353	-0.000371	-0.005774	0.006996
fetal_intestine_small	60	0.178099	0.072745	0.087437	0.062372	0.08407	0.064511	0.065593	0.090549	0.082009	0.084466	0.079036	0.070202	0.073709	0.080534	0.090024	0.061461	-0.063323	-0.061567	-0.063756	0.00271	-0.001094	0.002846	0.000784	0.000121	0.001112	0.000367	-0.002981	0.003157
fetal_intestine_small	70	0.162564	0.062913	0.07574	0.053495	0.077118	0.057686	0.053603	0.067778	0.066709	0.077826	0.056398	0.065046	0.072477	0.068043	0.07482	0.056543	-0.063076	-0.062762	-0.059656	0.003055	0.002245	0.003923	-0.000225	0.000855	0.000876	-0.004378	-0.005865	-0.000332
fetal_intestine_small	80	0.156742	0.056673	0.046937	0.045528	0.068604	0.051976	0.058378	0.067355	0.05554	0.070299	0.052738	0.0681	0.066523	0.060748	0.064812	0.038084	-0.061809	-0.06093	-0.06025	0.002181	3.9e-05	0.002956	0.001244	0.001689	0.002521	-0.001664	-0.004622	-7.7e-05
fetal_intestine_small	90	0.146459	0.047437	0.061386	0.046708	0.067579	0.05205	0.046068	0.063957	0.049814	0.065446	0.03699	0.066248	0.051391	0.068642	0.062826	0.045642	-0.060898	-0.060209	-0.059305	0.002076	-0.000543	0.0053	0.001227	0.002089	0.003821	0.001067	-0.004728	0.000859
fetal_intestine_small	100	0.137932	0.051414	0.038805	0.047632	0.050068	0.046681	0.046423	0.056069	0.038643	0.057983	0.046808	0.054968	0.049329	0.047239	0.062129	0.046497	-0.050138	-0.034377	-0.060748	0.001657	0.000916	0.000341	0.001533	-0.000844	0.002608	-0.001389	-0.005311	-0.001665
fetal_kidney	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_kidney	10	0.188222	0.028006	0.047193	-0.065736	0.079462	0.022062	-0.000446	0.026977	0.031308	0.007524	0.017226	0.037389	0.056385	0.004719	0.041093	0.042275	-0.046929	-0.04805	-0.047278	0.002999	0.002767	0.003046	0.004812	0.003761	0.003847	0.000364	0.001137	0.003726
fetal_kidney	20	0.17266	0.069897	0.060554	0.054597	0.066456	0.057127	0.05601	0.057664	0.068541	0.04869	0.063542	0.054533	0.085849	0.064935	0.081121	0.060775	-0.052089	-0.051804	-0.052304	0.003457	0.002612	0.003427	0.003546	0.003717	0.002993	0.001213	0.001497	0.001539
fetal_kidney	30	0.168506	0.062205	0.070929	0.060772	0.072546	0.071484	0.059578	0.062423	0.065313	0.060454	0.047368	0.053861	0.086387	0.062794	0.077621	0.060446	-0.051624	-0.053822	-0.052554	0.002367	0.002316	0.002727	0.003362	0.00265	0.002326	0.000852	0.001279	0.002336
fetal_kidney	40	0.163592	0.046146	0.061566	0.055156	0.074495	0.06145	0.054543	0.047812	0.064816	0.063975	0.043107	0.049567	0.074483	0.065539	0.081209	0.044218	-0.053382	-0.054308	-0.054161	0.00237	0.001993	0.001753	0.003197	0.002097	0.002641	0.0016	0.0009	0.002597
fetal_kidney	50	0.15239	0.046776	0.047557	0.05295	0.065203	0.044655	0.037645	0.040931	0.058549	0.065411	0.048742	0.03924	0.059942	0.054546	0.079435	0.046226	-0.051091	-0.039877	-0.051764	0.001674	0.001782	0.002067	0.002109	0.001689	0.001752	0.000767	0.001444	0.00089
fetal_kidney	60	0.145665	0.051913	0.040616	0.034054	0.063635	0.023332	0.022689	0.041406	0.046868	0.054914	0.036311	0.044401	0.045698	0.053907	0.066275	0.028185	-0.038667	-0.051935	-0.051054	0.00154	0.001939	0.001716	0.002022	0.001716	0.002208	0.001102	0.001381	0.002169
fetal_kidney	70	0.132829	0.02752	0.041049	0.033318	0.042173	0.030763	0.029149	0.030785	0.036018	0.040621	0.029462	0.04368	0.034634	0.033104	0.061395	0.033966	-0.038028	-0.036418	-0.032806	0.00151	0.001329	0.001986	0.001283	0.001162	0.001527	0.001084	0.001017	0.00168
fetal_kidney	80	0.133698	0.031351	0.023249	0.024609	0.043621	0.025475	0.024892	0.048479	0.023807	0.035764	0.02267	0.020967	0.051189	0.041906	0.054062	0.032541	-0.030482	-0.030984	-0.035961	0.000739	0.00124	0.001461	0.000793	0.001424	0.001168	0.001727	0.000942	0.001419
