breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_kidney	90	0.157196	0.097912	0.096477	0.097716	0.097541	0.094765	0.098234	0.098307	0.096275	0.097985	0.097686	0.097218	0.095173	0.097941	0.096763	0.097544	-0.00152	-0.001622	-0.0016	0.001119	0.001326	0.004283	-0.00087	0.000695	0.000616	0.00231	0.000317	0.000565
fetal_kidney	100	0.158056	0.097006	0.099064	0.09841	0.098464	0.098144	0.097168	0.098237	0.097756	0.099337	0.097902	0.098384	0.097326	0.094607	0.0981	0.096769	-0.001922	-0.001343	-0.001495	-0.000178	0.000151	0.002809	0.001332	0.000745	0.000829	1e-06	0.001596	0.000366

fetal_lung	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_lung	10	0.161985	0.055623	0.055632	0.055019	0.060889	0.059986	0.05831	0.056451	0.053299	0.064361	0.058065	0.05662	0.058712	0.058409	0.057741	0.056928	-0.001494	-0.001365	-0.001398	0.004537	0.017696	-0.005181	0.001427	0.002938	0.009029	0.050023	0.030959	0.056048
fetal_lung	20	0.131449	0.0573	0.059137	0.057344	0.060322	0.061855	0.059535	0.060296	0.057687	0.064549	0.059597	0.058757	0.061162	0.061715	0.063055	0.061496	-0.001553	-0.001433	-0.001315	0.006219	0.010177	0.004511	0.00219	0.005951	0.010393	0.024269	0.022799	0.021361
fetal_lung	30	0.115967	0.061331	0.059272	0.060969	0.060232	0.061194	0.060162	0.058663	0.062036	0.063432	0.063105	0.059587	0.060714	0.059702	0.059984	0.06115	-0.001034	-0.00166	-0.001636	0.003499	0.007865	0.004452	0.003222	0.002221	0.003865	0.007824	0.005547	0.009665
fetal_lung	40	0.102454	0.061151	0.060551	0.059729	0.061984	0.061514	0.060329	0.062787	0.060965	0.063541	0.060983	0.061906	0.06144	0.06208	0.060466	0.059994	-0.001698	-0.001138	-0.00162	0.002026	0.004743	0.004359	0.00211	0.001237	0.003443	0.004108	0.00288	0.010832
fetal_lung	50	0.098281	0.059863	0.062667	0.061708	0.060509	0.061712	0.059908	0.062679	0.062211	0.063598	0.061738	0.062336	0.062934	0.062528	0.061398	0.062632	-0.0016	-0.001553	-0.001199	-0.000906	0.007748	0.003197	0.001016	-0.001945	0.001268	0.004418	0.000947	0.004468
fetal_lung	60	0.099507	0.062366	0.064333	0.060688	0.063867	0.063184	0.061564	0.060793	0.061785	0.06358	0.061192	0.06312	0.060046	0.061781	0.061743	0.062219000000000003	-0.001311	-0.001346	-0.001619	0.000976	0.007353	0.003241	0.000771	0.002444	0.000783	0.000267	0.002091	0.001161
fetal_lung	70	0.102632	0.062432	0.062589	0.062726	0.061547	0.062551	0.062199	0.061634	0.06182	0.06118	0.061906	0.063443	0.061366	0.061603	0.061186	0.062187	-0.001449	-0.001302	-0.00175	-0.000137	0.006253	0.003047	-0.000486	-0.001282	5.3e-05	0.003767	-0.000692	0.00273
fetal_lung	80	0.096909	0.062109	0.059443	0.062754	0.062688	0.062148	0.062329	0.062348	0.062728	0.062789	0.062863	0.060195	0.061961	0.062329	0.063277	0.063364	-0.001979	-0.001844	-0.001558	-0.00094	0.005527	0.007603	-0.000336	0.00048	0.001381	0.002124	0.000457	0.002659
fetal_lung	90	0.103245	0.061641	0.06325	0.06228	0.062051	0.062976	0.062623	0.063159	0.062115	0.063867	0.063399	0.061929	0.062079	0.062258	0.063329	0.060945	-0.001559	-0.00168	-0.001949	-0.000883	0.005095	0.003606	-0.000969	-0.0001	0.000199	0.001412	-0.000627	0.000383
fetal_lung	100	0.10109	0.062643	0.062618	0.061879	0.061237	0.063022	0.06317	0.061058	0.061964	0.065457	0.0626	0.063152	0.063368	0.061768	0.062115	0.062054	-0.001334	-0.001425	-0.001665	-0.000126	0.005424	0.005249	0.000201	0.001208	0.000946	0.000546	0.000455	0.000265

fetal_muscle	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle	10	0.164198	0.0601	0.062398	0.060494	0.0585	0.06038	0.06103	0.060618	0.063108	0.061327	0.058377	0.061333	0.062166	0.059774	0.057195	0.05882	-0.002844	-0.001042	-0.001083	0.018693	0.01908	0.00313	0.029445	0.025293	0.015755	0.040675	0.038049	0.042662
fetal_muscle	20	0.159829	0.065435	0.063251	0.063831	0.063829	0.064903	0.064279	0.064621	0.064981	0.062576	0.063579	0.06433	0.064639	0.064805	0.063841	0.062254	-0.001452	-0.001921	-0.002244	-0.00435	-0.002282	0.005231	0.010965	0.010407	0.01502	0.015431	0.008465	0.010831
fetal_muscle	30	0.154463	0.065368	0.064115	0.064226	0.064129	0.065014	0.065836	0.064368	0.064063	0.064989	0.062962	0.064213	0.064617	0.063535	0.065182	0.062776	-0.001308	-0.001432	-0.002004	0.001384	-0.005366	-0.002128	0.009827	0.00212	0.003399	0.004651	0.005214	0.00544
fetal_muscle	40	0.146644	0.064924	0.065305	0.064567	0.065263	0.064972	0.065382	0.064811	0.063879	0.063822	0.065128	0.063573	0.06433	0.063929	0.064235	0.064524	-0.001966	-0.001619	-0.001767	-0.00096	-0.002414	0.002835	0.003072	0.006082	0.001243	0.002167	0.007235	0.004327
fetal_muscle	50	0.1428	0.065347	0.065236	0.065489	0.06527	0.06501	0.065971	0.065096	0.065704	0.065763	0.064546	0.065281	0.065309	0.064993	0.06418	0.065579	-0.001629	-0.001766	-0.001351	-0.001589	-0.002599	-0.001414	0.002538	0.003428	0.002563	0.001731	0.00448	0.004281
fetal_muscle	60	0.142682	0.066534	0.06614	0.06557	0.065532	0.065885	0.065827	0.066035	0.066315	0.06668	0.066145	0.06624	0.065279	0.06624	0.065759	0.06515	-0.001522	-0.001746	-0.001876	0.003545	-0.00414	0.004612	-0.000583	0.000264	0.001614	0.002937	0.001509	0.001417
fetal_muscle	70	0.140027	0.067285	0.065285	0.064932	0.065493	0.065356	0.066057	0.066006	0.06517	0.066562	0.065914	0.065648	0.065012	0.065482	0.064521	0.065991	-0.001912	-0.001969	-0.001243	-0.003163	-0.000873	-0.000795	-0.001801	-0.000187	0.00126	0.000479	0.001677	0.003259
fetal_muscle	80	0.136848	0.066171	0.065458	0.065875	0.066066	0.066458	0.066134	0.066393	0.065856	0.065273	0.065726	0.066168	0.064665	0.066883	0.066038	0.065573	-0.001686	-0.001775	-0.002091	-0.002626	-0.003735	-0.000499	-0.001317	-0.002004	-0.001148	0.001066	0.003752	0.000499
fetal_muscle	90	0.129454	0.066407	0.066273	0.066515	0.065385	0.06659	0.066326	0.066227	0.065612	0.066155	0.066607	0.066278	0.065421	0.066152	0.064657	0.066201	-0.001254	-0.001962	-0.001926	-0.00021	-0.003264	0.00296	-0.000912	-0.00111	-0.001696	0.001743	0.002741	0.002677
fetal_muscle	100	0.127202	0.066339	0.06621	0.066559	0.066742	0.066788	0.06619	0.067108	0.065894	0.065885	0.065028	0.06624	0.06703	0.066177	0.065431	0.065359	-0.002121	-0.001861	-0.002203	-0.001752	-0.003579	-7e-06	-0.002812	-0.002004	-0.001433	0.000198	0.002518	0.003059

fetal_muscle_arm	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_arm	10	0.203608	0.061918	0.058592	0.061596	0.061146	0.060098	0.05658	0.059768	0.063931	0.062931	0.061669	0.06196	0.063179	0.059229	0.064551	0.058853	-0.001339	-0.002605	-0.001279	-0.001695	-0.007278	0.015069	-0.010887	-0.011606	-0.015769	0.028847	0.042335	0.052518
fetal_muscle_arm	20	0.181398	0.065283	0.0651	0.067111	0.066122	0.065028	0.06449	0.065607	0.062825	0.065068	0.065555	0.063215	0.063821	0.063015	0.06375	0.06358	-0.001473	-0.002162	-0.00226	0.013518	-0.002739	-0.000289	-0.00431	-0.006478	-0.005594	0.01039	1.2e-05	0.016459
fetal_muscle_arm	30	0.165376	0.06531	0.065786	0.065538	0.06428	0.068012	0.067718	0.064656	0.068217	0.066983	0.064945	0.067003	0.065525	0.064137	0.066585	0.066059	-0.002069	-0.002338	-0.000714	-0.004402	-0.002503	-0.001937	-0.003778	-0.002791	-0.001483	0.001588	0.000657	0.007349
fetal_muscle_arm	40	0.160618	0.067167	0.064504	0.066305	0.066106	0.067977	0.065383	0.067531	0.066644	0.066832	0.067921	0.068003	0.065587	0.065754	0.067986	0.066438	-0.001873	-0.001979	-0.001618	0.000454	-0.002332	-0.001662	-0.001426	-0.006139	-0.001034	-0.003853	0.003514	0.004471
fetal_muscle_arm	50	0.16006	0.066725	0.067809	0.067177	0.066603	0.067674	0.065929	0.066512	0.06654	0.066837	0.067521	0.067878	0.066655	0.068974	0.066141	0.066099	-0.001633	-0.003125	-0.002228	-0.001756	-0.001919	-0.000244	-0.002332	-0.004977	0.001021	-0.002104	-0.00238	1.4e-05
fetal_muscle_arm	60	0.150569	0.067784	0.06788	0.067962	0.066635	0.066454	0.066534	0.066254	0.066913	0.067598	0.067138	0.0684	0.067132	0.066931	0.067624	0.067016	-0.001689	-0.001565	-0.001758	0.00083	-0.000783	-0.000863	-0.001939	-0.002728	-0.001349	0.001456	0.003226	0.005916
fetal_muscle_arm	70	0.149902	0.067463	0.066625	0.067776	0.067287	0.068	0.066706	0.068933	0.066493	0.067644	0.066673	0.068392	0.06639	0.068939	0.066402	0.067456	-0.001561	-0.001843	-0.002435	-0.001895	0.000284	-0.000985	-0.003933	-0.003098	0.001214	-0.000316	-0.001495	0.001712
fetal_muscle_arm	80	0.143534	0.066335	0.065874	0.06655	0.066285	0.06798	0.066423	0.06641	0.068892	0.066202	0.06831	0.066802	0.066095	0.06619	0.066571	0.067355	-0.001893	-0.001646	-0.001635	0.000403	-6e-06	0.000496	-0.004525	-0.002054	-0.000755	-0.002289	0.000579	0.000463
fetal_muscle_arm	90	0.141747	0.067268	0.066901	0.066953	0.066975	0.068534	0.06652	0.067306	0.067717	0.067694	0.067636	0.067063	0.066813	0.065305	0.065691	0.068005	-0.002131	-0.001653	-0.001784	-0.000305	0.00243	-0.00157	-0.00445	-0.004904	0.000346	0.000766	0.00046	0.000565
fetal_muscle_arm	100	0.138699	0.068943	0.066944	0.067219	0.067655	0.066699	0.067636	0.066402	0.069255	0.068318	0.068105	0.068331	0.067318	0.068959	0.068473	0.067283	-0.001725	-0.001921	-0.00183	-0.000282	0.000552	-0.001175	-0.004807	-0.005298	0.000416	-0.001905	-0.001897	0.000414

fetal_muscle_back	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_back	10	0.215772	0.110017	0.110943	0.109832	0.104116	0.118448	0.113548	0.112212	0.111399	0.112401	0.11106	0.105979	0.108794	0.111708	0.112098	0.109257	-0.00132	-0.000795	-0.001179	0.013368	0.032343	0.028265	0.037482	0.030856	0.007674	0.044125	0.059102	0.061437
fetal_muscle_back	20	0.206394	0.114257	0.118136	0.120673	0.113027	0.119302	0.119977	0.117347	0.118297	0.117814	0.117828	0.117102	0.119961	0.119121	0.114796	0.121069	-0.001771	-0.001676	-0.000344	0.008256	0.016112	0.015316	0.003281	0.002654	0.001319	0.021673	0.020698	0.024862
fetal_muscle_back	30	0.194352	0.118574	0.120855	0.119713	0.121023	0.121951	0.120567	0.117232	0.121148	0.11746	0.122053	0.119348	0.120447	0.121393	0.11757	0.118965	-0.001219	-0.002394	-0.001352	0.001617	0.011477	0.008062	0.002408	-0.000457	-0.003878	0.010463	0.007858	0.015181
fetal_muscle_back	40	0.184587	0.117536	0.119334	0.12009	0.11972	0.119434	0.123275	0.118652	0.1188	0.124306	0.123248	0.120675	0.121607	0.122096	0.124055	0.1204	-0.001622	-0.002043	-0.001918	0.001106	0.00514	0.009315	0.001587	0.000251	-0.002611	0.004312	0.006521	0.010335
fetal_muscle_back	50	0.181064	0.12114	0.121572	0.120086	0.120509	0.122402	0.120828	0.123257	0.123737	0.117607	0.120309	0.117453	0.122701	0.120885	0.118873	0.11965	-0.001348	-0.001299	-0.001941	0.00013	0.007772	0.004344	0.005133	0.002514	-0.003119	0.002382	0.00505	0.007974
fetal_muscle_back	60	0.179465	0.122683	0.123959	0.121998	0.122322	0.123016	0.123102	0.120002	0.122973	0.121704	0.120483	0.122146	0.122304	0.123249	0.121358	0.122038	-0.001297	-0.001646	-0.001916	0.000398	0.003963	0.005096	0.001103	-0.000602	-0.00076	0.001294	0.005621	0.00619
fetal_muscle_back	70	0.175751	0.122624	0.123025	0.121682	0.12242	0.125046	0.122578	0.124226	0.122746	0.125395	0.121004	0.120011	0.119271	0.124175	0.119297	0.11949	-0.001815	-0.001707	-0.001829	-0.001059	0.003882	0.002861	0.001237	-0.001178	-0.001374	0.00042	0.003382	0.00561
fetal_muscle_back	80	0.170474	0.123492	0.12479	0.123861	0.120703	0.123801	0.122288	0.123778	0.123856	0.121978	0.123409	0.12087	0.123337	0.117379	0.123527	0.123539	-0.001858	-0.001608	-0.001268	-0.00101	0.001655	0.003242	0.000663	0.001674	-0.00102	-6.7e-05	0.003283	0.005735
fetal_muscle_back	90	0.16975	0.120878	0.122625	0.121821	0.121052	0.124332	0.122303	0.120847	0.123611	0.122505	0.122589	0.120727	0.122567	0.121101	0.124639	0.121842	-0.001443	-0.001329	-0.001817	-0.0006	0.001633	0.003079	-0.000829	0.000404	-0.00262	0.001149	0.001926	0.003905
fetal_muscle_back	100	0.16891	0.123045	0.122273	0.122909	0.121813	0.124378	0.121983	0.124753	0.123023	0.122805	0.122586	0.119159	0.119194	0.123192	0.122283	0.119699	-0.001526	-0.00206	-0.001937	-0.000333	0.001924	0.001698	0.000334	-0.001382	-0.002134	0.000701	0.002745	0.001953

fetal_muscle_leg	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_leg	10	0.144585	0.05186	0.049545	0.054704	0.050585	0.050795	0.052003	0.050559	0.052011	0.049349	0.052793	0.055219	0.052277	0.052083	0.051792	0.053742	-0.002002	-0.001683	-0.002134	-0.027647	-0.002055	0.007577	-0.028979	0.009578	-0.006518	0.013398	0.041187	0.054971
fetal_muscle_leg	20	0.126736	0.054684	0.055321	0.05684	0.054683	0.052932	0.055708	0.056126	0.054266	0.054598	0.055624	0.05443	0.055471	0.055112	0.0558	0.055491	-0.002299	-0.001281	-0.001811	-0.010255	-0.00424	0.000869	-0.000512	-1.8e-05	0.003008	0.002088	0.002155	0.010159
fetal_muscle_leg	30	0.116614	0.055787	0.054544	0.056892	0.055576	0.054287	0.055734	0.055242	0.055071	0.056338	0.056624	0.056974	0.055114	0.056838	0.055624	0.056974	-0.001631	-0.001775	-0.001521	-0.006277	-0.006419	-0.002662	0.000954	-0.000323	0.003305	-0.003899	-0.00278	-0.001413
fetal_muscle_leg	40	0.111388	0.056782	0.056872	0.055596	0.054501	0.055689	0.056803	0.055676	0.054381	0.056153	0.056176	0.05754	0.054894	0.0568	0.055511	0.055844	-0.002108	-0.001154	-0.001119	-0.00638	-0.003549	-0.004702	0.001028	-0.002913	0.001528	-0.002541	-0.002951	-0.002774
fetal_muscle_leg	50	0.107139	0.057414	0.057188	0.056093	0.056618	0.055534	0.057135	0.056835	0.055047	0.057052	0.055672	0.057358	0.055748	0.055956	0.055651	0.057087	-0.001958	-0.001421	-0.001606	-0.006704	-0.008035	-0.002494	0.002063	-4.3e-05	0.003576	-0.002672	-0.003839	0.00077
fetal_muscle_leg	60	0.107231	0.05701	0.056384	0.057127	0.055558	0.056346	0.057039	0.056335	0.058018	0.056821	0.057391	0.056207	0.055876	0.057374	0.05544	0.056315	-0.00228	-0.001717	-0.002342	-0.00545	-0.006764	-0.001637	-0.002298	-0.004121	0.001427	-0.00286	-0.003312	-0.000861
fetal_muscle_leg	70	0.102296	0.055981	0.056649	0.056177	0.056103	0.056227	0.055898	0.057511	0.056634	0.056853	0.056716	0.056821	0.055689	0.058018	0.057699	0.057222	-0.002049	-0.001846	-0.001791	-0.006117	-0.004238	-0.001451	-0.001784	-0.000447	-0.003513	-0.002859	-0.003462	-0.00081
fetal_muscle_leg	80	0.101058	0.057069	0.057068	0.056637	0.057811	0.05677	0.057543	0.056973	0.055936	0.057519	0.057095	0.057202	0.05728	0.057046	0.056706	0.056777	-0.001373	-0.001674	-0.001766	-0.003435	-0.003949	-0.002273	0.000481	-0.004794	0.001484	-0.003366	-0.003427	0.001829
fetal_muscle_leg	90	0.101426	0.056605	0.056097	0.056297	0.056839	0.05657	0.057098	0.057025	0.056027	0.055383	0.056838	0.058419	0.056452	0.057308	0.057062	0.057116	-0.002328	-0.001978	-0.001859	-0.005056	-0.003687	-0.003342	-0.001349	-0.003622	-0.000693	-0.003135	-0.002982	8.3e-05
fetal_muscle_leg	100	0.100884	0.058916	0.057882	0.059087	0.056337	0.057177	0.057416	0.056315	0.057541	0.056936	0.057018	0.056739	0.055369	0.057252	0.056234	0.056765	-0.001617	-0.001796	-0.001667	-0.003392	-0.003609	-0.003355	-0.000156	-0.002409	0.000753	-0.002759	-0.004231	-0.000986

fetal_muscle_lower_limb	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_lower_limb	10	0.309325	0.133197	0.136179	0.134254	0.130551	0.133407	0.128813	0.130149	0.131717	0.129482	0.132528	0.133184	0.133216	0.132698	0.133412	0.132983	-0.00375	-0.002681	-0.004165	-0.030511	0.001142	-0.014871	-0.021732	-0.001742	-0.003448	-0.004258	0.01789	0.039196
fetal_muscle_lower_limb	20	0.279093	0.134141	0.141752	0.139461	0.140826	0.13798	0.137515	0.138966	0.139152	0.137312	0.137928	0.140641	0.139243	0.13772	0.137559	0.137477	-0.001359	-0.002006	-0.002999	-0.017817	-0.009347	-0.008218	-0.009268	-0.010771	-0.008287	-0.014858	-0.001302	0.00789
fetal_muscle_lower_limb	30	0.274425	0.13805	0.142363	0.144688	0.142348	0.143271	0.142168	0.141751	0.141722	0.14086	0.139028	0.139331	0.142016	0.14139	0.143923	0.1408	-0.002824	-0.002692	-0.001468	-0.012226	-0.000491	-0.002981	-0.004909	-0.001432	-0.003396	-0.009924	-0.004434	-0.002964
fetal_muscle_lower_limb	40	0.262976	0.143528	0.142801	0.141689	0.143602	0.140814	0.141617	0.144652	0.143529	0.144251	0.142177	0.142801	0.142788	0.14258	0.144791	0.142788	-0.002629	-0.002893	-0.002348	-0.013258	-0.004008	-0.001028	-0.003665	-0.005975	-0.002566	-0.007625	-0.007255	-0.001661
fetal_muscle_lower_limb	50	0.255861	0.142937	0.143765	0.143495	0.143739	0.145065	0.144168	0.143575	0.143075	0.144071	0.144792	0.144074	0.143057	0.143015	0.143794	0.144621	-0.001517	-0.00261	-0.002219	-0.007115	-0.001508	-0.00251	-0.004301	-0.003225	-0.001165	-0.007651	-0.007855	-0.002826
fetal_muscle_lower_limb	60	0.241352	0.144181	0.143353	0.145036	0.145497	0.142495	0.144637	0.143242	0.144186	0.142749	0.144587	0.143724	0.144542	0.14467	0.146159	0.143234	-0.002247	-0.001455	-0.00191	-0.009123	-0.002246	-0.005296	-0.003189	-0.004719	-0.002232	-0.008684	-0.004606	-0.001971
fetal_muscle_lower_limb	70	0.239685	0.145531	0.145209	0.143679	0.144262	0.143477	0.142906	0.144082	0.144033	0.145253	0.143996	0.14349	0.145824	0.143882	0.145076	0.139357	-0.002329	-0.002429	-0.001795	-0.00565	-0.003291	-0.00653	-0.004059	-0.005894	-0.003501	-0.0037	-0.003881	-0.002678
fetal_muscle_lower_limb	80	0.2305	0.145004	0.144539	0.146397	0.146795	0.144612	0.143588	0.142904	0.144665	0.144432	0.145333	0.145076	0.14519	0.144725	0.147403	0.145159	-0.002204	-0.00214	-0.002023	-0.00523	-0.002989	-0.003151	-0.004117	-0.003692	-0.001976	-0.004944	-0.003497	-0.002623
fetal_muscle_lower_limb	90	0.231659	0.145309	0.143035	0.145847	0.145034	0.145533	0.143347	0.144667	0.146912	0.144907	0.147159	0.144996	0.144011	0.142609	0.145324	0.144674	-0.001513	-0.001599	-0.002959	-0.004456	-0.003808	-0.001825	-0.000972	-0.005344	-0.004219	-0.00612	-0.004664	-0.003691
fetal_muscle_lower_limb	100	0.225503	0.144091	0.145362	0.14399	0.146018	0.144233	0.145715	0.143117	0.144564	0.143408	0.144653	0.145222	0.146672	0.143186	0.145444	0.142643	-0.001519	-0.001921	-0.002028	-0.002799	-0.003731	-0.002702	-0.001825	-0.00203	-0.00395	-0.004899	-0.003063	-0.00215

fetal_muscle_trunk	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_trunk	10	0.283447	0.094172	0.08874	0.089386	0.095252	0.093076	0.088551	0.091548	0.090231	0.092045	0.086728	0.095457	0.094468	0.093084	0.089933	0.090095	-0.002096	-0.002385	-0.002242	0.001373	0.01412	0.012833	-0.006529	0.012544	0.012459	0.046381	0.036983	0.039378
fetal_muscle_trunk	20	0.262716	0.096238	0.098233	0.095518	0.093473	0.096128	0.09652	0.095641	0.093975	0.097131	0.091922	0.096289	0.091784	0.096552	0.098753	0.098889	-0.001084	-0.003418	-0.002374	0.016923	0.016913	0.025231	-0.00734	0.016362	0.017695	0.00453	0.008916	0.007897
fetal_muscle_trunk	30	0.238122	0.096989	0.098375	0.096708	0.097992	0.098057	0.095919	0.102059	0.097885	0.09977	0.096083	0.09932	0.100394	0.100015	0.095867	0.098622	-0.001814	-0.002306	-0.00178	0.021838	0.018903	0.022826	-0.000807	0.022765	0.012251	0.002223	0.012106	0.007164
fetal_muscle_trunk	40	0.228	0.099506	0.099281	0.099867	0.099725	0.098015	0.096455	0.097831	0.099037	0.100035	0.096179	0.099219	0.09834	0.102525	0.09904	0.095724	-0.00213	-0.002121	-0.001926	0.015692	0.010229	0.023067	0.000341	0.000559	0.000497	0.001016	0.005242	0.005441
fetal_muscle_trunk	50	0.226101	0.099841	0.100614	0.100975	0.099963	0.102263	0.096044	0.097509	0.098007	0.097438	0.097364	0.100447	0.099425	0.102658	0.098403	0.098601	-0.002676	-0.002276	-0.001829	0.008427	0.010061	0.005653	-0.000874	0.003034	0.005857	0.000693	0.004505	0.004417
fetal_muscle_trunk	60	0.216275	0.10143	0.099254	0.098844	0.098852	0.10223	0.099121	0.099395	0.098243	0.101021	0.098089	0.099834	0.099746	0.101911	0.097676	0.098642	-0.001541	-0.001719	-0.001576	0.010999	0.011616	0.00809	-0.002966	0.007829	0.002027	9.8e-05	0.007224	0.003016
fetal_muscle_trunk	70	0.217855	0.100122	0.098791	0.100086	0.100851	0.102314	0.095842	0.097279	0.099267	0.098642	0.099633	0.100462	0.099418	0.099302	0.099726	0.100161	-0.002011	-0.001832	-0.001729	0.008182	0.006606	0.004077	-0.000704	0.003441	0.002588	0.001252	0.004338	0.005127
fetal_muscle_trunk	80	0.193432	0.100309	0.096755	0.101193	0.100123	0.102622	0.100604	0.101513	0.098855	0.101297	0.100498	0.100223	0.099645	0.099284	0.100671	0.100339	-0.001411	-0.002008	-0.001609	0.008762	0.005681	0.003977	-0.000136	0.002433	0.002381	0.001286	3.7e-05	0.005686
