breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_kidney	30	-0.464685	-0.408547	-0.403493	-0.399209	-0.368147	-0.317094	-0.472802	-0.304479	-0.373687	-0.442436	-0.416078	-0.480874	-0.392382	-0.711223	-0.647642	-0.491419	-0.195289	-0.231737	-0.215318	0.079366	0.071955	0.073808	0.032292	0.061757	0.08531	-0.130433	-0.126466	-0.099018
fetal_kidney	40	-0.445004	-0.710932	-0.681537	-0.665626	-0.431189	-0.432946	-0.568091	-0.712217	-0.543114	-0.700755	-0.505917	-0.704962	-0.469152	-0.672677	-0.715867	-0.670649	-0.439529	-0.426375	-0.427873	0.043907	0.039727	0.029487	0.0196	0.04403	0.009599	-0.1603	-0.140377	-0.114707
fetal_kidney	50	-0.450144	-0.492101	-0.70194	-0.723107	-0.501278	-0.763019	-0.70004	-0.681924	-0.704605	-0.692459	-0.571701	-0.707398	-0.726521	-0.737953	-0.702071	-0.729931	-0.425308	-0.423607	-0.472393	0.004073	0.012759	0.02324	-0.020809	-0.006393	-0.02834	-0.165354	-0.16071	-0.137412
fetal_kidney	60	-0.464402	-0.701425	-0.717105	-0.693151	-0.580189	-0.479203	-0.677246	-0.716193	-0.733441	-0.71969	-0.546068	-0.792933	-0.779748	-0.701248	-0.701863	-0.711581	-0.466278	-0.363366	-0.535662	-0.013517	0.002764	0.014013	-0.031818	-0.035409	-0.002218	-0.179675	-0.167955	-0.149579
fetal_kidney	70	-0.462434	-0.748617	-0.734033	-0.769706	-0.709721	-0.739786	-0.731291	-0.733681	-0.740888	-0.734142	-0.597912	-0.745085	-0.755272	-0.725499	-0.741267	-0.726846	-0.521193	-0.522125	-0.540577	-0.02022	-0.031499	0.025199	-0.02851	-0.05101	-0.001564	-0.183863	-0.183089	-0.171901
fetal_kidney	80	-0.464758	-0.717773	-0.726605	-0.762175	-0.707992	-0.752606	-0.765697	-0.72489	-0.748383	-0.760095	-0.737064	-0.758305	-0.804864	-0.776162	-0.784889	-0.74254	-0.490503	-0.510121	-0.574761	-0.039125	-0.026665	0.020304	-0.082319	-0.054228	-0.005533	-0.209383	-0.193942	-0.18192
fetal_kidney	90	-0.459642	-0.760023	-0.752758	-0.748702	-0.770011	-0.774273	-0.760302	-0.765342	-0.733458	-0.761128	-0.641228	-0.783529	-0.7228	-0.784452	-0.742833	-0.782744	-0.521391	-0.560828	-0.602478	-0.046326	-0.039639	0.011455	-0.074785	-0.066603	-0.016354	-0.201445	-0.196793	-0.190702
fetal_kidney	100	-0.475838	-0.794283	-0.782857	-0.767182	-0.756041	-0.729134	-0.778249	-0.744186	-0.760233	-0.76122	-0.735218	-0.793685	-0.798371	-0.773491	-0.731706	-0.773508	-0.589065	-0.617991	-0.590468	-0.044807	-0.054108	0.009552	-0.088073	-0.084098	-0.027926	-0.212233	-0.204554	-0.212258

fetal_lung	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_lung	10	-0.373557	-0.27942	-0.276093	-0.309317	-0.212273	-0.231201	-0.198224	-0.211559	-0.211899	-0.18711	-0.192337	-0.202027	-0.295637	-0.20319	-0.236853	-0.28381	-0.071718	-0.098783	-0.069139	0.2643	0.266748	0.282817	0.257778	0.255734	0.264486	0.040349	0.007598	0.039339
fetal_lung	20	-0.488612	-0.324533	-0.303839	-0.318861	-0.463787	-0.314094	-0.349461	-0.335216	-0.311175	-0.319225	-0.296767	-0.278384	-0.343052	-0.303349	-0.30253	-0.331054	-0.101363	-0.134166	-0.200767	0.183003	0.171943	0.195592	0.142158	0.174236	0.196144	-0.062265	-0.064158	-0.028089
fetal_lung	30	-0.474812	-0.400765	-0.316081	-0.406023	-0.349585	-0.426257	-0.397236	-0.637028	-0.491888	-0.424808	-0.324862	-0.351869	-0.353694	-0.444218	-0.704784	-0.625781	-0.126776	-0.370758	-0.199326	0.107319	0.121296	0.10893	0.05712	0.116577	0.153703	-0.124326	-0.088209	-0.072639
fetal_lung	40	-0.486378	-0.448104	-0.377321	-0.671012	-0.346756	-0.522978	-0.674206	-0.492018	-0.371946	-0.428642	-0.508365	-0.653259	-0.494901	-0.674997	-0.755392	-0.420915	-0.466526	-0.416963	-0.237312	0.066466	0.128503	0.069852	0.048212	0.06467	0.102635	-0.14784	-0.122429	-0.117227
fetal_lung	50	-0.50025	-0.66541	-0.440728	-0.653176	-0.677795	-0.700635	-0.619434	-0.664208	-0.438148	-0.709618	-0.49791	-0.699743	-0.473531	-0.694875	-0.735373	-0.594581	-0.420949	-0.449034	-0.468625	0.046847	0.101988	0.091827	0.02382	0.019739	0.005371	-0.168378	-0.137811	-0.134781
fetal_lung	60	-0.516343	-0.786976	-0.638162	-0.663376	-0.703752	-0.65601	-0.721573	-0.706158	-0.429585	-0.597745	-0.532143	-0.723071	-0.720441	-0.727065	-0.754473	-0.47452	-0.46892	-0.542771	-0.467343	0.024278	0.056314	0.044665	0.019313	0.049486	0.017643	-0.168493	-0.161912	-0.155849
fetal_lung	70	-0.481212	-0.745164	-0.679083	-0.72884	-0.705213	-0.688233	-0.700059	-0.718135	-0.677565	-0.737887	-0.69557	-0.783711	-0.775392	-0.776755	-0.743449	-0.518929	-0.514202	-0.546815	-0.581008	0.005708	0.064552	0.037568	0.016251	0.011543	0.006436	-0.198119	-0.172575	-0.171166
fetal_lung	80	-0.498899	-0.743603	-0.696155	-0.74721	-0.704804	-0.739421	-0.726651	-0.699512	-0.67548	-0.754886	-0.642667	-0.776432	-0.697326	-0.73863	-0.739586	-0.732511	-0.570174	-0.515877	-0.582495	-0.01498	0.020455	0.030973	-0.026472	-0.040163	0.000984	-0.177603	-0.193766	-0.178544
fetal_lung	90	-0.510916	-0.747162	-0.615573	-0.756074	-0.736739	-0.693113	-0.804918	-0.807126	-0.701204	-0.794043	-0.713175	-0.798562	-0.700248	-0.76556	-0.798079	-0.716969	-0.592179	-0.587077	-0.513278	-0.028063	0.003104	0.003723	-0.037777	-0.038829	-0.051796	-0.205111	-0.201025	-0.190223
fetal_lung	100	-0.519829	-0.751771	-0.731439	-0.790261	-0.825237	-0.742602	-0.737071	-0.726115	-0.760595	-0.790603	-0.740493	-0.776302	-0.725162	-0.809241	-0.806518	-0.731711	-0.591265	-0.549854	-0.572876	-0.056934	0.014415	0.015321	-0.065392	-0.031594	-0.068034	-0.204755	-0.21413	-0.190855

fetal_muscle	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle	10	-0.389437	-0.199271	-0.196997	-0.247686	-0.224832	-0.258516	-0.303448	-0.104365	-0.246005	-0.239574	-0.279281	-0.24245	-0.205095	-0.22248	-0.153591	-0.229028	-0.060855	-0.053475	-0.047473	0.239674	0.239687	0.265486	0.269218	0.266565	0.244164	-0.027258	-0.026105	-0.006054
fetal_muscle	20	-0.426087	-0.325577	-0.341266	-0.381567	-0.329874	-0.296347	-0.436474	-0.432574	-0.428585	-0.32225	-0.310076	-0.302316	-0.368676	-0.425435	-0.389655	-0.397428	-0.086672	-0.127471	-0.136603	0.155846	0.137202	0.187967	0.180807	0.169745	0.161832	-0.094286	-0.085042	-0.068209
fetal_muscle	30	-0.388273	-0.493325	-0.403629	-0.398185	-0.556629	-0.469083	-0.485787	-0.60487	-0.444961	-0.481521	-0.419369	-0.435087	-0.629511	-0.440426	-0.568842	-0.53099	-0.178232	-0.225797	-0.137029	0.109852	0.075205	0.121554	0.083514	0.094587	0.115491	-0.137635	-0.100271	-0.098392
fetal_muscle	40	-0.398744	-0.521559	-0.429645	-0.675651	-0.512827	-0.535028	-0.429311	-0.533604	-0.45927	-0.49196	-0.446937	-0.665937	-0.61202	-0.683502	-0.666447	-0.542164	-0.36122	-0.305271	-0.400505	0.074181	0.07241	0.09284	0.059363	0.071225	0.069712	-0.144878	-0.114799	-0.125313
fetal_muscle	50	-0.397698	-0.56574	-0.636498	-0.666598	-0.616731	-0.638538	-0.685109	-0.669761	-0.592511	-0.617994	-0.549386	-0.710122	-0.716798	-0.692784	-0.684203	-0.704151	-0.334838	-0.39968	-0.424709	0.056657	0.062943	0.068718	0.020842	0.048393	0.056225	-0.162932	-0.15375	-0.11539
fetal_muscle	60	-0.406291	-0.556628	-0.701453	-0.626528	-0.604813	-0.570511	-0.720738	-0.667242	-0.650812	-0.686019	-0.613318	-0.686103	-0.726778	-0.717125	-0.75846	-0.679832	-0.291333	-0.38755	-0.400423	0.03601	0.041174	0.046755	0.02762	0.04712	0.051367	-0.155872	-0.1501	-0.120706
fetal_muscle	70	-0.429327	-0.576704	-0.670754	-0.677966	-0.65548	-0.648039	-0.732766	-0.67801	-0.69863	-0.704886	-0.602017	-0.692092	-0.694009	-0.683733	-0.724219	-0.71192	-0.451471	-0.451352	-0.50461	0.026328	0.029153	0.051655	-0.002038	0.020586	0.031085	-0.171039	-0.167077	-0.151015
fetal_muscle	80	-0.417771	-0.627827	-0.70213	-0.673145	-0.696929	-0.67853	-0.710747	-0.728445	-0.69781	-0.707033	-0.684008	-0.741022	-0.73595	-0.682173	-0.718831	-0.693269	-0.451211	-0.508035	-0.437478	0.021816	0.002965	0.039133	-0.016762	0.018086	0.028368	-0.173782	-0.167692	-0.154624
fetal_muscle	90	-0.422875	-0.694172	-0.741946	-0.730205	-0.701442	-0.674987	-0.742359	-0.711381	-0.706921	-0.650751	-0.677826	-0.732314	-0.711029	-0.737745	-0.731254	-0.706688	-0.482097	-0.519691	-0.5125	0.012563	0.014061	0.022867	-0.015253	0.013041	0.004065	-0.195776	-0.180989	-0.189393
fetal_muscle	100	-0.42239	-0.693432	-0.740222	-0.683214	-0.716344	-0.631753	-0.698868	-0.715038	-0.7086	-0.708515	-0.686948	-0.733908	-0.716963	-0.762016	-0.735325	-0.711628	-0.479247	-0.443133	-0.510238	-0.002881	0.004273	0.01303	-0.026512	-0.008964	0.000342	-0.19037	-0.169598	-0.184892

fetal_muscle_arm	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_arm	10	-0.361355	-0.232723	-0.201843	-0.180463	-0.166691	-0.257167	-0.154654	-0.221892	-0.166979	-0.324181	-0.237066	-0.362373	-0.290295	-0.313039	-0.239114	-0.231215	-0.074808	-0.1132	-0.059555	0.206449	0.184216	0.264876	0.187365	0.229275	0.216854	-0.025041	-0.023513	-0.010697
fetal_muscle_arm	20	-0.446195	-0.383477	-0.301946	-0.312335	-0.472959	-0.429421	-0.330575	-0.253404	-0.301106	-0.353631	-0.438373	-0.425582	-0.360864	-0.413506	-0.295365	-0.43134	-0.140341	-0.130594	-0.121196	0.131703	0.136252	0.159238	0.140859	0.099311	0.127019	-0.097322	-0.074255	-0.061463
fetal_muscle_arm	30	-0.444874	-0.416161	-0.673703	-0.666246	-0.537392	-0.41898	-0.436888	-0.424245	-0.70701	-0.441316	-0.472381	-0.418084	-0.440087	-0.644481	-0.557851	-0.669818	-0.156654	-0.183098	-0.327728	0.094739	0.080985	0.103264	0.07026	0.059855	0.113078	-0.136808	-0.114502	-0.090398
fetal_muscle_arm	40	-0.434949	-0.503062	-0.599601	-0.610684	-0.388984	-0.400006	-0.713952	-0.589603	-0.62152	-0.586484	-0.40195	-0.681615	-0.739838	-0.718519	-0.585781	-0.539312	-0.270019	-0.365155	-0.388889	0.060626	0.06518	0.061815	0.025029	0.032521	0.074328	-0.156562	-0.141279	-0.119134
fetal_muscle_arm	50	-0.409333	-0.697824	-0.727397	-0.621103	-0.518941	-0.457551	-0.711565	-0.618236	-0.696237	-0.629511	-0.58921	-0.589061	-0.725787	-0.679066	-0.709581	-0.525507	-0.397554	-0.415647	-0.430975	0.03663	0.042777	0.032971	-0.005915	-0.026876	0.02941	-0.162403	-0.157866	-0.128377
fetal_muscle_arm	60	-0.394249	-0.653872	-0.687999	-0.710558	-0.675506	-0.610647	-0.757309	-0.683332	-0.69596	-0.710567	-0.692019	-0.763062	-0.680352	-0.672879	-0.712035	-0.624537	-0.415733	-0.36579	-0.341164	0.021084	0.021955	0.027188	-0.026457	-0.031678	0.005418	-0.176127	-0.160857	-0.146589
fetal_muscle_arm	70	-0.384568	-0.74649	-0.730707	-0.699514	-0.684162	-0.570141	-0.693471	-0.694923	-0.739661	-0.696735	-0.697386	-0.681259	-0.727056	-0.757297	-0.76979	-0.725772	-0.419048	-0.45516	-0.504166	-0.014391	0.028282	0.026367	-0.037422	-0.056422	0.00285	-0.175295	-0.188161	-0.152018
fetal_muscle_arm	80	-0.377917	-0.695175	-0.75776	-0.699383	-0.700495	-0.694876	-0.688984	-0.648731	-0.741329	-0.758652	-0.729937	-0.753711	-0.726264	-0.738987	-0.776342	-0.730235	-0.457846	-0.476549	-0.492034	-0.017161	-0.010996	-0.010024	-0.04226	-0.05626	-0.026791	-0.190657	-0.188441	-0.154946
fetal_muscle_arm	90	-0.368809	-0.730831	-0.741577	-0.725829	-0.719248	-0.70481	-0.697599	-0.712793	-0.790083	-0.720232	-0.698781	-0.740095	-0.783695	-0.687641	-0.743903	-0.740105	-0.488568	-0.438722	-0.488013	-0.03873	-0.003037	-0.015715	-0.052476	-0.067952	-0.022149	-0.198674	-0.183479	-0.159024
fetal_muscle_arm	100	-0.361805	-0.734587	-0.723815	-0.766328	-0.712125	-0.688607	-0.749441	-0.732997	-0.753816	-0.738242	-0.716981	-0.77998	-0.748468	-0.71081	-0.725703	-0.715787	-0.540334	-0.511666	-0.558816	-0.057056	-0.030845	-0.015633	-0.052543	-0.060476	-0.033639	-0.20035	-0.193636	-0.170056

fetal_muscle_back	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_back	10	-0.284491	-0.210096	-0.175606	-0.236333	-0.178231	-0.194619	-0.1904	-0.224126	-0.158401	-0.18755	-0.307354	-0.18076	-0.215329	-0.202175	-0.201606	-0.164511	-0.079414	-0.065771	-0.056805	0.158262	0.234867	0.220935	0.149367	0.101745	0.114334	-0.054612	-0.03361	-0.010071
fetal_muscle_back	20	-0.515826	-0.186085	-0.174328	-0.294833	-0.276999	-0.358342	-0.216571	-0.327216	-0.242549	-0.231297	-0.335189	-0.25679	-0.23849	-0.238115	-0.34247	-0.284696	-0.083787	-0.114763	-0.117216	0.139997	0.097536	0.093045	0.080639	0.10643	0.073342	-0.115698	-0.069587	-0.057043
fetal_muscle_back	30	-0.426045	-0.262954	-0.261287	-0.460683	-0.399283	-0.317346	-0.580061	-0.652562	-0.343514	-0.560431	-0.331587	-0.591924	-0.30558	-0.615922	-0.336259	-0.3565	-0.121346	-0.166485	-0.289471	0.067948	0.069608	0.056966	0.032867	0.070214	0.059305	-0.11018	-0.092448	-0.136295
fetal_muscle_back	40	-0.506908	-0.370844	-0.630281	-0.545612	-0.633524	-0.326931	-0.668121	-0.665711	-0.394902	-0.339265	-0.432345	-0.667975	-0.671258	-0.671306	-0.638762	-0.293597	-0.205132	-0.287198	-0.357845	0.040157	0.032543	0.031025	0.014776	0.024583	0.036039	-0.152992	-0.121739	-0.162931
fetal_muscle_back	50	-0.484167	-0.612412	-0.661703	-0.578995	-0.477896	-0.462232	-0.642198	-0.718887	-0.664642	-0.619589	-0.692634	-0.693295	-0.599145	-0.64757	-0.667734	-0.584054	-0.233139	-0.33569	-0.407058	0.013489	0.017315	0.021255	-0.026288	0.012503	-0.024186	-0.162129	-0.146286	-0.163176
fetal_muscle_back	60	-0.502773	-0.625042	-0.674606	-0.6583	-0.705612	-0.493648	-0.679129	-0.653006	-0.60164	-0.643802	-0.656454	-0.678403	-0.717526	-0.673159	-0.674906	-0.69207	-0.308922	-0.354588	-0.400581	-0.010042	0.010722	0.013036	-0.029002	-0.028216	-0.016063	-0.171204	-0.159148	-0.164246
fetal_muscle_back	70	-0.514297	-0.673234	-0.684268	-0.672145	-0.671761	-0.571735	-0.76835	-0.726305	-0.686459	-0.682017	-0.657328	-0.711992	-0.744313	-0.692552	-0.714078	-0.740999	-0.467774	-0.532949	-0.460027	-0.031816	-0.015749	0.014382	-0.071131	-0.032788	-0.05617	-0.185752	-0.175859	-0.173747
fetal_muscle_back	80	-0.505394	-0.70116	-0.700657	-0.70242	-0.740057	-0.65288	-0.710393	-0.718315	-0.688469	-0.693487	-0.629555	-0.727415	-0.763656	-0.697001	-0.679924	-0.686473	-0.476451	-0.478234	-0.536902	-0.029789	-0.021689	-0.001829	-0.070006	-0.045851	-0.044538	-0.210714	-0.207001	-0.187471
fetal_muscle_back	90	-0.522349	-0.692216	-0.688325	-0.662053	-0.71605	-0.662356	-0.691868	-0.724954	-0.691539	-0.692941	-0.663086	-0.711717	-0.711123	-0.732422	-0.705319	-0.710956	-0.495067	-0.493151	-0.518711	-0.044278	-0.011859	-0.014812	-0.08328	-0.056956	-0.070834	-0.216324	-0.181896	-0.178836
fetal_muscle_back	100	-0.510388	-0.716713	-0.714657	-0.678103	-0.710789	-0.657237	-0.750406	-0.728325	-0.755087	-0.731159	-0.688419	-0.719517	-0.73719	-0.754267	-0.737792	-0.708583	-0.568208	-0.527407	-0.53943	-0.049245	-0.024005	-0.030972	-0.101036	-0.059838	-0.06683	-0.219848	-0.208337	-0.190729

fetal_muscle_leg	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_leg	10	-0.424417	-0.29639	-0.25222	-0.262681	-0.216523	-0.256225	-0.178181	-0.183732	-0.332472	-0.23154	-0.121849	-0.255323	-0.167568	-0.189366	-0.221212	-0.216698	-0.067383	-0.053301	-0.062766	0.22959	0.239666	0.251709	0.23082	0.280174	0.248856	-0.031127	-0.010984	-0.018663
fetal_muscle_leg	20	-0.411621	-0.365753	-0.353126	-0.243309	-0.24821	-0.312556	-0.439394	-0.334838	-0.417946	-0.392085	-0.360894	-0.350509	-0.383741	-0.354361	-0.363822	-0.42142	-0.129974	-0.089883	-0.099861	0.169715	0.156696	0.222339	0.169166	0.196748	0.207878	-0.097642	-0.073627	-0.067906
fetal_muscle_leg	30	-0.43522	-0.444626	-0.423825	-0.533049	-0.415582	-0.433621	-0.47552	-0.67115	-0.396589	-0.415012	-0.388693	-0.436646	-0.547601	-0.454443	-0.391945	-0.625424	-0.145245	-0.143973	-0.127485	0.106139	0.107283	0.158873	0.113595	0.155123	0.159985	-0.150568	-0.119816	-0.110259
fetal_muscle_leg	40	-0.487709	-0.615232	-0.454154	-0.531078	-0.441297	-0.545605	-0.677657	-0.47021	-0.561221	-0.41098	-0.460234	-0.675519	-0.620726	-0.421802	-0.646824	-0.4307	-0.264361	-0.298906	-0.311223	0.058604	0.080544	0.123051	0.065305	0.096645	0.13422	-0.15739	-0.142622	-0.133798
fetal_muscle_leg	50	-0.470539	-0.70553	-0.480223	-0.549278	-0.584957	-0.640451	-0.561961	-0.643771	-0.666725	-0.627209	-0.66981	-0.620382	-0.701186	-0.712953	-0.694201	-0.681363	-0.248707	-0.392201	-0.435136	0.03082	0.064558	0.120103	0.03539	0.088878	0.095645	-0.174364	-0.163693	-0.143822
fetal_muscle_leg	60	-0.452705	-0.576932	-0.493387	-0.700529	-0.540907	-0.544026	-0.679255	-0.716097	-0.704908	-0.664261	-0.640642	-0.596444	-0.721644	-0.704737	-0.701895	-0.598009	-0.426992	-0.378901	-0.387098	0.010629	0.063605	0.1034	0.017643	0.081744	0.078459	-0.189468	-0.164999	-0.148208
fetal_muscle_leg	70	-0.457428	-0.709712	-0.530972	-0.749027	-0.663033	-0.613415	-0.713265	-0.736783	-0.716122	-0.612832	-0.689499	-0.708887	-0.740453	-0.712221	-0.719946	-0.686763	-0.510971	-0.468809	-0.492937	0.035556	0.063202	0.100489	0.000798	0.060739	0.087693	-0.1984	-0.187674	-0.164121
fetal_muscle_leg	80	-0.503253	-0.697853	-0.720111	-0.767682	-0.670023	-0.678688	-0.740076	-0.72151	-0.753969	-0.659357	-0.684551	-0.751281	-0.730087	-0.705553	-0.759508	-0.679104	-0.425984	-0.478061	-0.482982	0.009457	0.064388	0.084762	-0.007736	0.068077	0.028845	-0.201833	-0.190102	-0.169448
fetal_muscle_leg	90	-0.471256	-0.789245	-0.677039	-0.7295	-0.703391	-0.742266	-0.728591	-0.746381	-0.722819	-0.698238	-0.705199	-0.759183	-0.769621	-0.771234	-0.711844	-0.731575	-0.527587	-0.557158	-0.519852	0.01717	0.053316	0.068771	-0.005358	0.032294	0.027317	-0.215422	-0.199409	-0.179227
fetal_muscle_leg	100	-0.491349	-0.74117	-0.726087	-0.701065	-0.70888	-0.71721	-0.750576	-0.753513	-0.810544	-0.713755	-0.714446	-0.74654	-0.785908	-0.76237	-0.760679	-0.698995	-0.509009	-0.555052	-0.530987	0.01453	0.036797	0.084437	-0.014757	0.024881	0.031514	-0.219699	-0.199722	-0.181796

fetal_muscle_lower_limb	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_lower_limb	10	-0.378073	-0.167362	-0.146167	-0.182503	-0.210329	-0.195725	-0.22215	-0.196164	-0.241354	-0.278051	-0.290524	-0.176026	-0.244278	-0.28457	-0.201896	-0.176062	-0.045941	-0.114654	-0.063913	0.150615	0.163004	0.163248	0.147495	0.162638	0.160477	-0.069391	-0.057727	-0.053414
fetal_muscle_lower_limb	20	-0.447744	-0.374065	-0.307193	-0.286619	-0.311726	-0.388511	-0.253401	-0.371371	-0.403961	-0.291007	-0.254883	-0.281491	-0.28706	-0.536786	-0.37306	-0.34963	-0.08407	-0.131813	-0.100165	0.032613	0.036571	0.056991	0.065773	0.051973	0.060042	-0.110482	-0.099404	-0.07751
fetal_muscle_lower_limb	30	-0.42768	-0.299946	-0.515184	-0.478661	-0.400172	-0.410274	-0.661916	-0.419984	-0.60605	-0.405785	-0.605905	-0.674371	-0.558121	-0.621181	-0.337649	-0.360921	-0.130445	-0.135174	-0.202861	-0.011384	0.022636	0.070037	0.022432	0.024979	0.012017	-0.130598	-0.103541	-0.091953
fetal_muscle_lower_limb	40	-0.366216	-0.561393	-0.522887	-0.563813	-0.378405	-0.523242	-0.439058	-0.422264	-0.604925	-0.378536	-0.466262	-0.579609	-0.704235	-0.650333	-0.434185	-0.478342	-0.282673	-0.316931	-0.311702	-0.01965	-0.015136	0.02414	0.015384	0.014217	0.007225	-0.099548	-0.125667	-0.13072
fetal_muscle_lower_limb	50	-0.390028	-0.672204	-0.670385	-0.619186	-0.584484	-0.616568	-0.645813	-0.439125	-0.640529	-0.667549	-0.620171	-0.681236	-0.681808	-0.609693	-0.68886	-0.62423	-0.3197	-0.286302	-0.37342	-0.035023	-0.004099	0.03278	0.004513	-0.002636	0.006858	-0.157747	-0.128659	-0.100963
fetal_muscle_lower_limb	60	-0.411305	-0.639025	-0.541389	-0.672392	-0.61959	-0.579471	-0.545086	-0.590418	-0.63466	-0.570599	-0.673716	-0.710299	-0.671655	-0.676893	-0.704523	-0.576024	-0.295808	-0.362291	-0.349998	-0.032178	-0.007136	0.021636	0.005264	-0.011261	0.006483	-0.153617	-0.123145	-0.13459
fetal_muscle_lower_limb	70	-0.427904	-0.629826	-0.636697	-0.634425	-0.69837	-0.531561	-0.669822	-0.674968	-0.669946	-0.615231	-0.582952	-0.682797	-0.684118	-0.654271	-0.66899	-0.611445	-0.358913	-0.403273	-0.419297	-0.075689	-0.024992	0.007914	0.023138	-0.024842	-0.010467	-0.168089	-0.154156	-0.13812
