breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d

fetal_lung	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_lung	10	-0.345825	-0.330665	-0.280316	-0.34124	-0.356999	-0.33947	-0.355609	-0.326586	-0.406969	-0.348312	-0.333535	-0.378968	-0.360687	-0.35	-0.39521	-0.318425	-0.122048	-0.122318	-0.125481	0.053823	0.05118	0.056899	0.073492	0.0643	0.064528	-0.015953	0.028575	-0.015048
fetal_lung	20	-0.456643	-0.4068	-0.349464	-0.393322	-0.385997	-0.330611	-0.42809	-0.367575	-0.443195	-0.368373	-0.40541	-0.399495	-0.39697	-0.417209	-0.419888	-0.394275	-0.189618	-0.160703	-0.162291	0.018075	0.019464	-0.004375	0.027486	0.011417	0.006462	-0.096263	-0.075092	-0.098745
fetal_lung	30	-0.436048	-0.383153	-0.316669	-0.362825	-0.386675	-0.359063	-0.39523	-0.303031	-0.410565	-0.393728	-0.38825	-0.403788	-0.390999	-0.390493	-0.413752	-0.347259	-0.188602	-0.177148	-0.17073	-0.011858	-0.029966	-0.034802	-0.007867	-0.027714	-0.001768	-0.111668	-0.08793	-0.138278
fetal_lung	40	-0.447673	-0.364449	-0.309363	-0.347442	-0.360307	-0.326871	-0.386024	-0.338949	-0.365531	-0.395299	-0.359307	-0.366531	-0.363991	-0.372853	-0.412201	-0.353679	-0.232553	-0.210181	-0.222392	-0.026435	-0.044562	-0.044772	-0.033287	-0.026914	-0.021328	-0.133858	-0.134724	-0.192476
fetal_lung	50	-0.448192	-0.339479	-0.309157	-0.345407	-0.359852	-0.309073	-0.351648	-0.300147	-0.370693	-0.383362	-0.317076	-0.354318	-0.317757	-0.351105	-0.390028	-0.328782	-0.230904	-0.273195	-0.269512	-0.046307	-0.045493	-0.05778	-0.049493	-0.047377	-0.034655	-0.150897	-0.152945	-0.187648
fetal_lung	60	-0.456968	-0.321267	-0.302445	-0.337852	-0.339225	-0.271616	-0.341281	-0.305058	-0.330473	-0.351844	-0.310485	-0.334833	-0.313216	-0.325142	-0.352715	-0.347284	-0.239245	-0.295769	-0.244839	-0.054484	-0.053486	-0.06141	-0.054354	-0.057656	-0.052158	-0.176968	-0.172602	-0.221112
fetal_lung	70	-0.450998	-0.302811	-0.294856	-0.314276	-0.362948	-0.311334	-0.308195	-0.315705	-0.318541	-0.332142	-0.309096	-0.307726	-0.306205	-0.320804	-0.336205	-0.315274	-0.283263	-0.293872	-0.277543	-0.064837	-0.066219	-0.059482	-0.057467	-0.051305	-0.062464	-0.188505	-0.187647	-0.235257
fetal_lung	80	-0.43789	-0.288542	-0.268973	-0.29875	-0.324911	-0.271919	-0.287538	-0.300566	-0.299798	-0.328692	-0.278106	-0.28654	-0.297191	-0.296676	-0.345779	-0.287807	-0.276118	-0.312061	-0.29802	-0.07153	-0.050494	-0.060744	-0.07071	-0.053458	-0.04652	-0.192294	-0.211915	-0.251457
fetal_lung	90	-0.429528	-0.301681	-0.26376	-0.298861	-0.318743	-0.27005	-0.300293	-0.275097	-0.2961	-0.319871	-0.271488	-0.290317	-0.254271	-0.277544	-0.326243	-0.294961	-0.311618	-0.314218	-0.307891	-0.090578	-0.071136	-0.068675	-0.076262	-0.070335	-0.049755	-0.211621	-0.198282	-0.281332
fetal_lung	100	-0.464478	-0.291097	-0.248472	-0.272657	-0.302412	-0.278047	-0.28879	-0.277962	-0.260089	-0.296041	-0.260706	-0.295292	-0.284042	-0.2798	-0.319477	-0.261508	-0.31292	-0.32075	-0.311065	-0.08816	-0.065716	-0.077376	-0.078966	-0.069651	-0.046369	-0.221425	-0.205877	-0.269793

fetal_muscle	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle	10	-0.289434	-0.350226	-0.329485	-0.337057	-0.360335	-0.340898	-0.324551	-0.34615	-0.292249	-0.267859	-0.35059	-0.339548	-0.27656	-0.228218	-0.266085	-0.370087	-0.042788	-0.099973	-0.106922	0.079962	0.08115	0.089222	0.060668	0.099697	0.11152	-0.018519	-0.016112	-0.020246
fetal_muscle	20	-0.38106	-0.417376	-0.425637	-0.4037	-0.428814	-0.417153	-0.428032	-0.411677	-0.401754	-0.385115	-0.423938	-0.42796	-0.428727	-0.329791	-0.45051	-0.440207	-0.12514	-0.127838	-0.101463	0.010846	0.005285	0.017017	0.032722	-0.001211	0.041574	-0.059084	-0.072947	-0.078505
fetal_muscle	30	-0.405334	-0.429313	-0.414812	-0.405979	-0.44118	-0.434107	-0.437456	-0.442412	-0.451023	-0.441218	-0.448376	-0.422139	-0.44401	-0.367603	-0.456876	-0.445665	-0.17884	-0.167129	-0.15421	-0.004432	-0.017743	-0.014319	-0.005033	-0.009004	0.013036	-0.10738	-0.127777	-0.139574
fetal_muscle	40	-0.453258	-0.436775	-0.433736	-0.421419	-0.434408	-0.427482	-0.438725	-0.414203	-0.45242	-0.45674	-0.442172	-0.415884	-0.414575	-0.447267	-0.435515	-0.464002	-0.184659	-0.187924	-0.219092	-0.028169	-0.022629	-0.023581	-0.012238	-0.027056	0.002021	-0.121049	-0.149862	-0.184787
fetal_muscle	50	-0.451195	-0.421794	-0.398493	-0.403278	-0.424875	-0.400694	-0.425916	-0.405589	-0.431522	-0.424338	-0.404738	-0.440445	-0.425491	-0.419532	-0.416498	-0.434069	-0.227414	-0.198173	-0.19232	-0.035296	-0.035508	-0.027203	-0.012675	-0.041713	-0.006672	-0.144815	-0.147714	-0.177494
fetal_muscle	60	-0.483858	-0.380674	-0.417192	-0.400019	-0.432844	-0.382258	-0.418591	-0.400763	-0.40874	-0.422933	-0.388453	-0.391161	-0.416288	-0.391271	-0.422509	-0.432465	-0.24311	-0.216456	-0.241782	-0.050473	-0.042583	-0.035402	-0.034676	-0.034191	-0.021261	-0.17393	-0.145569	-0.235616
fetal_muscle	70	-0.472009	-0.405344	-0.379115	-0.379535	-0.380367	-0.404777	-0.401003	-0.395793	-0.38602	-0.401712	-0.37947	-0.388894	-0.392568	-0.408563	-0.415416	-0.386868	-0.251487	-0.24058	-0.250652	-0.050872	-0.042647	-0.041076	-0.046346	-0.044497	-0.023508	-0.18019	-0.177449	-0.243874
fetal_muscle	80	-0.448582	-0.386983	-0.352234	-0.355966	-0.406999	-0.389499	-0.356846	-0.371211	-0.371155	-0.387807	-0.365147	-0.387671	-0.397909	-0.38568	-0.396829	-0.391625	-0.259642	-0.24832	-0.255815	-0.05791	-0.050675	-0.053637	-0.048635	-0.046037	-0.032301	-0.190634	-0.197906	-0.269331
fetal_muscle	90	-0.445984	-0.348214	-0.347578	-0.379068	-0.387115	-0.326095	-0.37048	-0.359106	-0.365729	-0.392241	-0.383683	-0.373181	-0.350819	-0.364206	-0.395655	-0.362207	-0.260633	-0.277307	-0.264403	-0.067559	-0.052879	-0.057366	-0.059673	-0.049678	-0.027606	-0.190118	-0.213372	-0.266964
fetal_muscle	100	-0.42572	-0.332695	-0.362968	-0.338636	-0.370938	-0.339737	-0.344111	-0.337597	-0.357601	-0.358863	-0.354687	-0.329925	-0.356891	-0.362671	-0.391968	-0.361015	-0.263893	-0.273663	-0.281961	-0.068085	-0.059612	-0.0479	-0.057197	-0.05851	-0.03875	-0.198845	-0.206025	-0.250495

fetal_muscle_arm	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_arm	10	-0.411393	-0.366549	-0.393591	-0.394263	-0.419158	-0.391889	-0.371616	-0.33632	-0.356977	-0.355905	-0.385383	-0.320258	-0.412249	-0.356284	-0.340378	-0.349816	-0.096717	-0.100224	-0.095818	0.081648	0.027486	0.087811	0.079018	0.026147	0.078115	0.045423	0.02708	-0.031827
fetal_muscle_arm	20	-0.40295	-0.417036	-0.447446	-0.431546	-0.430993	-0.442993	-0.417692	-0.431692	-0.418875	-0.43125	-0.397907	-0.37223	-0.429981	-0.442324	-0.449323	-0.417746	-0.132421	-0.121	-0.12262	-0.021522	0.009552	-0.014364	-0.022037	-0.010294	-0.013316	-0.083941	-0.082405	-0.067628
fetal_muscle_arm	30	-0.400934	-0.424567	-0.448097	-0.443258	-0.455019	-0.450243	-0.441251	-0.433232	-0.446941	-0.41512	-0.417415	-0.472985	-0.446118	-0.453848	-0.435993	-0.405828	-0.140514	-0.138049	-0.144812	-0.027229	-0.016996	-0.046401	-0.036771	-0.029508	-0.033763	-0.106775	-0.118669	-0.092353
fetal_muscle_arm	40	-0.429596	-0.422103	-0.419142	-0.43866	-0.440948	-0.407384	-0.425569	-0.417313	-0.412574	-0.400834	-0.401963	-0.430098	-0.440811	-0.435031	-0.424119	-0.418151	-0.160242	-0.160345	-0.160003	-0.035443	-0.036708	-0.054749	-0.061812	-0.051339	-0.040031	-0.141122	-0.132893	-0.151287
fetal_muscle_arm	50	-0.493248	-0.412797	-0.388216	-0.435232	-0.411144	-0.402685	-0.412504	-0.426583	-0.438263	-0.389925	-0.409061	-0.426708	-0.408925	-0.400126	-0.421448	-0.385236	-0.213052	-0.179374	-0.193377	-0.056246	-0.050463	-0.060177	-0.055745	-0.076321	-0.054187	-0.149145	-0.177049	-0.180569
fetal_muscle_arm	60	-0.425921	-0.373637	-0.391168	-0.398032	-0.40711	-0.397231	-0.389309	-0.401456	-0.39751	-0.36577	-0.381379	-0.385544	-0.392055	-0.406309	-0.396713	-0.374058	-0.19285	-0.199366	-0.24408	-0.062395	-0.063786	-0.06085	-0.067862	-0.069488	-0.072476	-0.176751	-0.17404	-0.197959
fetal_muscle_arm	70	-0.445032	-0.366915	-0.379398	-0.380036	-0.383656	-0.387238	-0.385499	-0.358121	-0.360367	-0.363434	-0.381713	-0.377508	-0.387497	-0.371616	-0.390632	-0.354363	-0.224678	-0.258599	-0.242112	-0.077636	-0.073468	-0.079241	-0.075474	-0.078047	-0.0741	-0.193006	-0.203005	-0.236207
fetal_muscle_arm	80	-0.479204	-0.3592	-0.355217	-0.362261	-0.371376	-0.352888	-0.365139	-0.342	-0.359465	-0.335178	-0.330468	-0.362915	-0.360179	-0.338024	-0.37858	-0.348736	-0.276845	-0.266315	-0.239884	-0.091043	-0.078872	-0.086928	-0.081105	-0.080699	-0.07975	-0.198548	-0.201315	-0.242577
fetal_muscle_arm	90	-0.402566	-0.345505	-0.333368	-0.356577	-0.354149	-0.348945	-0.325539	-0.321097	-0.36409	-0.298503	-0.321944	-0.363108	-0.346954	-0.335782	-0.350735	-0.292669	-0.283511	-0.28794	-0.283118	-0.075131	-0.087595	-0.090999	-0.090814	-0.081948	-0.081748	-0.182213	-0.216097	-0.264909
fetal_muscle_arm	100	-0.403063	-0.348644	-0.323964	-0.326548	-0.344569	-0.354863	-0.307347	-0.329095	-0.34282	-0.325092	-0.322656	-0.349031	-0.321518	-0.34359	-0.318581	-0.336273	-0.293858	-0.279607	-0.280371	-0.099257	-0.095625	-0.097937	-0.088146	-0.102243	-0.080623	-0.198083	-0.24557	-0.256597

fetal_muscle_back	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_back	10	-0.231448	-0.359765	-0.376009	-0.364777	-0.341086	-0.327678	-0.358124	-0.353371	-0.356124	-0.375909	-0.31786	-0.35303	-0.236993	-0.313316	-0.359057	-0.321705	-0.045243	-0.088567	-0.038515	0.036458	0.030916	0.034377	0.03355	0.088454	0.07857	-0.009952	0.018799	-0.019914
fetal_muscle_back	20	-0.449585	-0.39512	-0.415651	-0.426985	-0.399369	-0.418858	-0.391376	-0.367792	-0.421842	-0.382743	-0.42817	-0.324632	-0.340533	-0.456667	-0.424906	-0.449253	-0.107352	-0.13166	-0.11839	-0.016512	-0.037822	-0.019574	0.015875	-0.022835	-0.025771	-0.090782	-0.065831	-0.083326
fetal_muscle_back	30	-0.419948	-0.427139	-0.416578	-0.412329	-0.421666	-0.428776	-0.403809	-0.389066	-0.445554	-0.406431	-0.410518	-0.432303	-0.44394	-0.431294	-0.392876	-0.439965	-0.177255	-0.198988	-0.146133	-0.035015	-0.042405	-0.032274	-0.042181	-0.038913	-0.045281	-0.10543	-0.094594	-0.119578
fetal_muscle_back	40	-0.460316	-0.421034	-0.404543	-0.423867	-0.429182	-0.418686	-0.408046	-0.388157	-0.408664	-0.426581	-0.413056	-0.424839	-0.414824	-0.402434	-0.406287	-0.402816	-0.170494	-0.194407	-0.223326	-0.031377	-0.046104	-0.042384	-0.040132	-0.046911	-0.04446	-0.127619	-0.155033	-0.147272
fetal_muscle_back	50	-0.431407	-0.398757	-0.388066	-0.392437	-0.408186	-0.42226	-0.413601	-0.405676	-0.410047	-0.402401	-0.386353	-0.399125	-0.408311	-0.381666	-0.407714	-0.39103	-0.208079	-0.197889	-0.19197	-0.057609	-0.052521	-0.057186	-0.055486	-0.050967	-0.054246	-0.155571	-0.160885	-0.198321
fetal_muscle_back	60	-0.43447	-0.405822	-0.372774	-0.405557	-0.411388	-0.42504	-0.379785	-0.378702	-0.397303	-0.421402	-0.379471	-0.401996	-0.373179	-0.407854	-0.419136	-0.361689	-0.1931	-0.230894	-0.227459	-0.071319	-0.062665	-0.062325	-0.057173	-0.066773	-0.053292	-0.195167	-0.196957	-0.207868
fetal_muscle_back	70	-0.405592	-0.392437	-0.346355	-0.388707	-0.376469	-0.366503	-0.364877	-0.372717	-0.36867	-0.395231	-0.360682	-0.360154	-0.390484	-0.407451	-0.378507	-0.369095	-0.253369	-0.25321	-0.238448	-0.073165	-0.074032	-0.073652	-0.065354	-0.057754	-0.069388	-0.17595	-0.174809	-0.238265
fetal_muscle_back	80	-0.417435	-0.36914	-0.384731	-0.345703	-0.372521	-0.373315	-0.358469	-0.359827	-0.368729	-0.38254	-0.330681	-0.351449	-0.362599	-0.376914	-0.360608	-0.351839	-0.254637	-0.249101	-0.2579	-0.072188	-0.079773	-0.073668	-0.076021	-0.071013	-0.075165	-0.210441	-0.186518	-0.223229
fetal_muscle_back	90	-0.430579	-0.366323	-0.3535	-0.333695	-0.354253	-0.364149	-0.334119	-0.35522	-0.346886	-0.368068	-0.31424	-0.34459	-0.378677	-0.356701	-0.372399	-0.347441	-0.261329	-0.26859	-0.259949	-0.08904	-0.086653	-0.089779	-0.07746	-0.07413	-0.068249	-0.203072	-0.21208	-0.247357
fetal_muscle_back	100	-0.431084	-0.356774	-0.348913	-0.328212	-0.344609	-0.364554	-0.343961	-0.354215	-0.332901	-0.358429	-0.321766	-0.329574	-0.346764	-0.352617	-0.349053	-0.350539	-0.265375	-0.29216	-0.293779	-0.095265	-0.098079	-0.080958	-0.0777	-0.07943	-0.086201	-0.23763	-0.204044	-0.235477

fetal_muscle_leg	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_leg	10	-0.384383	-0.403105	-0.371461	-0.374317	-0.38913	-0.325662	-0.380453	-0.386274	-0.375267	-0.287488	-0.348351	-0.372978	-0.331502	-0.292867	-0.382764	-0.287388	-0.051453	-0.051453	-0.051453	0.027919	0.026667	0.082849	0.029956	0.076052	0.078305	0.004286	-0.04729	-0.009507
fetal_muscle_leg	20	-0.450781	-0.444406	-0.441182	-0.404275	-0.420931	-0.420093	-0.452739	-0.438678	-0.430721	-0.441044	-0.441094	-0.426244	-0.443911	-0.437855	-0.424941	-0.423974	-0.131998	-0.123397	-0.141066	-0.008777	-0.014859	0.014301	0.023871	-0.014839	-0.006368	-0.066482	-0.093285	-0.089657
fetal_muscle_leg	30	-0.4622	-0.453419	-0.426374	-0.400556	-0.428915	-0.436241	-0.433537	-0.450158	-0.427792	-0.42822	-0.432688	-0.437686	-0.418094	-0.443781	-0.420794	-0.435009	-0.197909	-0.197082	-0.203951	-0.009854	-0.033498	-0.03457	0.000439	-0.029031	-0.023298	-0.08528	-0.110392	-0.137922
fetal_muscle_leg	40	-0.457939	-0.413718	-0.418096	-0.40318	-0.416479	-0.412084	-0.43004	-0.440916	-0.413118	-0.461076	-0.42312	-0.406483	-0.427138	-0.395963	-0.431257	-0.428641	-0.229049	-0.218555	-0.237429	-0.020585	-0.037045	-0.040857	-0.024274	-0.035892	-0.024334	-0.110004	-0.12652	-0.159628
fetal_muscle_leg	50	-0.447139	-0.403636	-0.426388	-0.396465	-0.410805	-0.410806	-0.390631	-0.409584	-0.400223	-0.447247	-0.422031	-0.394442	-0.42407	-0.40684	-0.407999	-0.401709	-0.241016	-0.229276	-0.24501	-0.027179	-0.045438	-0.042634	-0.0352	-0.048454	-0.031091	-0.126784	-0.166942	-0.165521
fetal_muscle_leg	60	-0.437335	-0.406371	-0.387382	-0.399736	-0.40666	-0.423357	-0.382308	-0.397845	-0.409269	-0.407774	-0.37733	-0.372372	-0.411243	-0.400591	-0.421465	-0.400354	-0.251246	-0.250472	-0.244754	-0.046996	-0.050826	-0.04728	-0.02393	-0.052659	-0.047144	-0.138744	-0.162683	-0.194092
fetal_muscle_leg	70	-0.434982	-0.406075	-0.39719	-0.381989	-0.383836	-0.365885	-0.400472	-0.401666	-0.386572	-0.415026	-0.371423	-0.366628	-0.38367	-0.394607	-0.383709	-0.346091	-0.256428	-0.260921	-0.257584	-0.043235	-0.048554	-0.061229	-0.04635	-0.049457	-0.035918	-0.150153	-0.226601	-0.201461
fetal_muscle_leg	80	-0.467416	-0.375568	-0.388028	-0.366658	-0.393114	-0.374558	-0.36946	-0.379245	-0.361337	-0.411762	-0.357894	-0.365831	-0.369111	-0.375052	-0.385565	-0.36693	-0.263332	-0.270705	-0.285209	-0.061209	-0.064457	-0.075646	-0.055359	-0.051644	-0.038084	-0.167325	-0.217718	-0.204377
fetal_muscle_leg	90	-0.447187	-0.357725	-0.356768	-0.34993	-0.388201	-0.369081	-0.368597	-0.375032	-0.348021	-0.390121	-0.362175	-0.358167	-0.373287	-0.358916	-0.383064	-0.354132	-0.288779	-0.273748	-0.276254	-0.061322	-0.06696	-0.066602	-0.054327	-0.050223	-0.028143	-0.169049	-0.210953	-0.229337
fetal_muscle_leg	100	-0.470651	-0.367405	-0.352129	-0.366073	-0.350546	-0.36925	-0.365885	-0.328835	-0.37135	-0.373533	-0.366434	-0.345096	-0.349284	-0.356839	-0.364405	-0.357457	-0.288744	-0.279783	-0.29381	-0.062148	-0.067643	-0.07395	-0.053301	-0.067811	-0.036688	-0.19089	-0.229376	-0.220761

fetal_muscle_lower_limb	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_lower_limb	10	-0.335642	-0.408204	-0.390685	-0.345665	-0.386486	-0.377378	-0.402697	-0.379166	-0.405946	-0.362974	-0.413126	-0.395777	-0.427754	-0.364209	-0.410299	-0.390144	-0.087931	-0.088208	-0.061241	0.068623	0.075086	-0.037046	0.047664	0.016357	0.0263	-0.068142	-0.006254	-0.031407
fetal_muscle_lower_limb	20	-0.318261	-0.408922	-0.460484	-0.450258	-0.416445	-0.43511	-0.453441	-0.434829	-0.438815	-0.443664	-0.461788	-0.458291	-0.458698	-0.457013	-0.4196	-0.415928	-0.105959	-0.140602	-0.107497	0.035473	0.036099	-0.03404	0.005451	-0.005563	-0.008463	-0.11078	-0.103366	-0.125336
fetal_muscle_lower_limb	30	-0.483613	-0.432193	-0.413701	-0.424444	-0.426866	-0.397828	-0.427377	-0.460356	-0.444029	-0.460568	-0.443831	-0.430808	-0.453046	-0.444908	-0.415274	-0.450867	-0.126865	-0.159045	-0.130004	0.017295	0.030115	-0.0686	-0.024963	-0.004226	-0.022955	-0.162648	-0.148867	-0.221393
fetal_muscle_lower_limb	40	-0.468449	-0.400435	-0.409106	-0.41885	-0.418302	-0.423839	-0.464855	-0.441928	-0.456321	-0.437531	-0.439943	-0.437253	-0.444496	-0.429615	-0.420392	-0.408821	-0.160957	-0.172015	-0.169615	0.002296	0.007167	-0.071572	-0.053469	-0.021281	-0.007123	-0.148683	-0.171515	-0.185111
fetal_muscle_lower_limb	50	-0.481771	-0.422883	-0.417172	-0.399015	-0.388724	-0.427999	-0.432814	-0.428429	-0.418159	-0.450573	-0.43648	-0.401047	-0.44099	-0.426689	-0.427842	-0.417081	-0.156591	-0.188524	-0.205113	-0.01225	0.004687	-0.075659	-0.064396	-0.025804	-0.032321	-0.181297	-0.191298	-0.180066
fetal_muscle_lower_limb	60	-0.47284	-0.364997	-0.383998	-0.386988	-0.419591	-0.407769	-0.407647	-0.410748	-0.41539	-0.420329	-0.443527	-0.442862	-0.410284	-0.423746	-0.394747	-0.385992	-0.20951	-0.209237	-0.204364	-0.008817	-0.012415	-0.085141	-0.076192	-0.049801	-0.047941	-0.187123	-0.214875	-0.230329
fetal_muscle_lower_limb	70	-0.485356	-0.369607	-0.376358	-0.398008	-0.417977	-0.376012	-0.40067	-0.402021	-0.396035	-0.400004	-0.411259	-0.396524	-0.421358	-0.373786	-0.389562	-0.362092	-0.226156	-0.219237	-0.226106	-0.012149	-0.02531	-0.098985	-0.073582	-0.049659	-0.049575	-0.175915	-0.219347	-0.201855
fetal_muscle_lower_limb	80	-0.487572	-0.343104	-0.352408	-0.379461	-0.384647	-0.379504	-0.411468	-0.396593	-0.391928	-0.370911	-0.382211	-0.376548	-0.383294	-0.375309	-0.37652	-0.343502	-0.255789	-0.220558	-0.238852	-0.036445	-0.042891	-0.104041	-0.076245	-0.054776	-0.055828	-0.201299	-0.20267	-0.237669
fetal_muscle_lower_limb	90	-0.483197	-0.338457	-0.326931	-0.384856	-0.396088	-0.360117	-0.373777	-0.384928	-0.365629	-0.391097	-0.348867	-0.388458	-0.382391	-0.377455	-0.371891	-0.369567	-0.25539	-0.250016	-0.259038	-0.031342	-0.026155	-0.112469	-0.07476	-0.070894	-0.04527	-0.187846	-0.209518	-0.22669
fetal_muscle_lower_limb	100	-0.467056	-0.330735	-0.345522	-0.368596	-0.384208	-0.328442	-0.353687	-0.354604	-0.363969	-0.368353	-0.351725	-0.349042	-0.358589	-0.335371	-0.376263	-0.331213	-0.265225	-0.275529	-0.25697	-0.037631	-0.033917	-0.115952	-0.081124	-0.060323	-0.073344	-0.227922	-0.223488	-0.259616

fetal_muscle_trunk	cluster_num	spectral_clustering	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_trunk	10	-0.348987	-0.418264	-0.342504	-0.416181	-0.398721	-0.384359	-0.365405	-0.398568	-0.349023	-0.389582	-0.354471	-0.301706	-0.268523	-0.196834	-0.266477	-0.362013	-0.03208	-0.032781	-0.076421	0.016328	0.022958	0.022201	0.025239	0.014247	-0.011613	-0.011	-0.002168	-0.024722
fetal_muscle_trunk	20	-0.395718	-0.448339	-0.444684	-0.425281	-0.439791	-0.437567	-0.419305	-0.425154	-0.426026	-0.414082	-0.419257	-0.445535	-0.46259	-0.422447	-0.439234	-0.414091	-0.091698	-0.104794	-0.0816	-0.029947	-0.025571	-0.02785	-0.014121	-0.012604	-0.030229	-0.073019	-0.079498	-0.10049
