breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_kidney	80	0.152643	0.027376	0.1396	0.028471	0.179009	0.058655	0.038818	0.154436	0.121985	0.167985	0.129642	0.046042	0.171891	0.083644	0.17061	0.098463	0.006229	0.178342	0.18759	0.196772	-0.005455	-0.010982	-0.009793	-0.012259	-0.012511	-0.005823	-0.0118	-0.017167	-0.016319
fetal_kidney	90	0.159861	-0.006687	0.069701	0.030501	0.154013	0.070428	0.034191	0.147627	0.123334	0.168849	0.132167	0.051305	0.173453	0.082809	0.145591	0.102828	0.040458	0.177718	0.195748	0.191303	-0.004432	-0.011527	-0.011174	-0.010612	-0.005923	-0.002978	-0.015868	-0.014888	-0.018767
fetal_kidney	100	0.156475	0.028572	0.073723	0.020092	0.155085	0.068218	0.029425	0.155009	0.085229	0.16304	0.130424	0.041043	0.164164	0.07584	0.159748	0.144856	0.01618	0.16947	0.189592	0.170783	-0.002907	-0.009119	-0.00741	-0.011181	-0.007721	-0.006909	-0.009902	-0.007603	-0.019259

fetal_lung	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_lung	10	0.107879	0.009974	0.141691	-0.017121	0.109811	0.156272	0.208216	0.08547	0.015622	0.011308	0.057719	0.19542	-0.018385	-0.004579	0.166879	0.134593	0.157974	0.204392	0.199783	0.002972	-0.1956	-0.129213	-0.210704	-0.204988	-0.129995	-0.155991	-0.110767	-0.185556	-0.211613
fetal_lung	20	0.144637	0.000632	0.15957	0.042094	0.149746	0.162896	0.199378	0.07817	-0.065496	-0.009194	0.10741	0.173296	-0.034639	0.008257	0.177565	0.094383	0.176843	0.206342	0.200888	0.001937	-0.088303	-0.0635	-0.163868	-0.089127	-0.050747	-0.070447	-0.075618	-0.08406	-0.099635
fetal_lung	30	0.138716	0.009781	0.148141	0.049062	0.098732	0.128497	0.129365	0.043942	0.046849	0.033856	0.148349	0.109457	0.007547	0.134179	0.166194	0.073817	0.058419	0.205157	0.191976	0.002557	-0.058029	-0.02781	-0.073236	-0.057231	-0.028503	-0.040098	-0.058505	-0.053962	-0.088235
fetal_lung	40	0.152798	0.011922	0.137293	-0.037141	0.084331	0.135622	-0.00732	-0.005424	-0.048758	0.016915	-0.027473	0.104277	0.003152	0.038684	0.156185	0.06919	0.026119	0.197008	0.189501	0.003024	-0.041822	-0.022439	-0.057557	-0.042032	-0.015663	-0.038408	-0.042552	-0.045997	-0.085237
fetal_lung	50	0.150609	0.015047	0.129132	-0.033774	-0.022329	0.127354	-0.011528	-0.000979	-0.038343	-0.015461	-0.030842	0.075837	-0.011909	0.006726	0.140542	0.025434	0.07369	0.178202	0.187005	0.002598	-0.034282	-0.024121	-0.050766	-0.039841	-0.017196	-0.024265	-0.036911	-0.048817	-0.084101
fetal_lung	60	0.147381	-0.011911	0.062884	-0.026007	-0.01274	0.039156	-0.007302	-0.002581	-0.045423	-0.0126	-0.020542	0.034467	-0.010041	-0.004693	0.126443	0.019422	-0.006899	0.17469	0.175808	0.002747	-0.022529	-0.011906	-0.044311	-0.030228	-0.009058	-0.018541	-0.030443	-0.039751	-0.054572
fetal_lung	70	0.139099	0.008055	0.06119	-0.028016	-0.008511	0.04105	-0.004778	-0.00638	-0.038009	-0.011185	-0.020604	0.025909	-0.039197	-0.031379	0.130231	0.03951	0.023902	0.163138	0.172408	0.002106	-0.024365	-0.006778	-0.03458	-0.034375	-0.013863	-0.010291	-0.020854	-0.034867	-0.078148
fetal_lung	80	0.140303	0.016878	0.06991	-0.034546	-0.019505	0.046086	-0.008035	0.00095	-0.027477	-0.003731	-0.008733	0.019841	-0.008963	-0.014262	0.120241	0.028577	0.011657	0.158139	0.174048	0.002578	-0.017128	-0.001954	-0.031541	-0.024248	-0.009972	-0.009762	-0.02377	-0.028485	-0.048542
fetal_lung	90	0.13403	0.015414	0.060447	-0.030991	-0.012667	0.038325	-0.009455	0.007764	-0.036773	-0.00575	-0.027723	0.016054	-0.031402	0.012089	0.123098	-0.019855	0.031848	0.138042	0.161611	0.002303	-0.014822	-0.006061	-0.030867	-0.020942	-0.011839	-0.008909	-0.013631	-0.020063	-0.041303
fetal_lung	100	0.129907	-0.045031	0.059611	-0.031245	-0.011228	0.040858	-0.008351	0.004499	-0.023972	-0.006276	-0.015807	0.01853	-0.032187	-0.01901	0.121336	0.033208	0.034481	0.142296	0.149098	0.002375	-0.012581	-0.006515	-0.027334	-0.019411	-0.009971	-0.009781	-0.017432	-0.027817	-0.03874

fetal_muscle	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle	10	0.2155	0.057667	0.327613	0.356019	0.353487	0.320601	0.324795	0.357284	0.343406	0.335694	0.336194	0.340019	0.338561	0.356305	0.360102	0.338623	0.346134	0.332606	0.330754	0.332995	0.02001	-0.029347	0.03535	-0.018612	-0.016532	0.017321	-0.022981	-0.01123	-0.059362
fetal_muscle	20	0.325661	0.046249	0.348623	0.354436	0.351861	0.351562	0.353392	0.364994	0.362041	0.357328	0.356884	0.357427	0.363218	0.365105	0.336675	0.362626	0.342331	0.359084	0.335724	0.347885	0.032561	0.034259	0.067327	0.017352	0.029299	0.045583	0.003748	0.020221	-0.001936
fetal_muscle	30	0.306767	0.054796	0.349288	0.35309	0.346302	0.35471	0.349781	0.345452	0.352599	0.354034	0.35439	0.33204	0.354894	0.353102	0.356757	0.346731	0.359767	0.351319	0.357564	0.35461	0.052036	0.038182	0.071507	0.048462	0.033937	0.055829	0.00411	0.015869	0.017421
fetal_muscle	40	0.310118	0.053652	0.34294	0.346189	0.34231	0.338362	0.330952	0.347937	0.346719	0.328904	0.340304	0.339456	0.333242	0.347245	0.351015	0.331132	0.353978	0.362223	0.351725	0.351655	0.056008	0.053054	0.061996	0.044478	0.052382	0.063085	0.010258	0.024456	0.022807
fetal_muscle	50	0.290862	0.058907	0.319289	0.320117	0.338682	0.32247	0.331841	0.334937	0.324266	0.31902	0.314959	0.321556	0.328505	0.337944	0.317729	0.331424	0.348773	0.351834	0.359235	0.359432	0.058699	0.046332	0.067039	0.044678	0.048961	0.06895	0.019098	0.023322	0.013881
fetal_muscle	60	0.298422	0.058192	0.309154	0.314927	0.313831	0.313564	0.320388	0.319178	0.316393	0.318373	0.323215	0.310379	0.32209	0.337615	0.311326	0.33237	0.306574	0.337764	0.362636	0.336877	0.059147	0.03853	0.071495	0.046138	0.056474	0.067372	0.024438	0.035888	0.046706
fetal_muscle	70	0.282167	0.067101	0.306076	0.310048	0.310601	0.308495	0.303498	0.310485	0.289817	0.303404	0.325424	0.318483	0.322475	0.313912	0.291617	0.309847	0.309221	0.36216	0.344338	0.34696	0.047906	0.040173	0.073529	0.047338	0.047973	0.066784	0.029371	0.039819	0.019017
fetal_muscle	80	0.278712	0.070415	0.301405	0.288099	0.309274	0.294944	0.307752	0.300557	0.299901	0.305204	0.321282	0.309971	0.309511	0.297573	0.304169	0.31469	0.316194	0.353033	0.350392	0.356438	0.051996	0.042896	0.059425	0.045043	0.057747	0.06865	0.030517	0.042599	0.027489
fetal_muscle	90	0.273518	0.010264	0.283735	0.286329	0.298061	0.293156	0.297036	0.285502	0.299424	0.30474	0.293469	0.30136	0.303975	0.296673	0.303794	0.293795	0.27976	0.342971	0.340499	0.343164	0.050694	0.042912	0.056	0.049232	0.057088	0.063626	0.035793	0.044733	0.04848
fetal_muscle	100	0.269618	0.075412	0.284855	0.283432	0.289071	0.296694	0.275094	0.277362	0.280539	0.282132	0.292772	0.293066	0.289358	0.294823	0.289686	0.316516	0.280092	0.326045	0.336981	0.335026	0.056123	0.037398	0.054968	0.041934	0.056451	0.068618	0.035902	0.042903	0.025699

fetal_muscle_arm	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_arm	10	0.175088	0.044687	0.276323	0.272864	0.271415	0.27607	0.279687	0.295081	0.295476	0.265022	0.260956	0.292991	0.295568	0.306637	0.273253	0.273347	0.277997	0.283791	0.27879	0.279079	-0.043066	-0.102535	-0.041792	-0.07864	-0.06196	-0.063692	-0.081794	-0.084488	-0.102599
fetal_muscle_arm	20	0.243342	0.026389	0.278967	0.276881	0.282477	0.28692	0.285406	0.29231	0.275177	0.280671	0.284784	0.275637	0.285234	0.280951	0.27779	0.28757	0.292479	0.288061	0.295102	0.294627	-0.000785	-0.035241	0.011045	-0.03214	0.010817	-0.000968	-0.025665	-0.030425	-0.043846
fetal_muscle_arm	30	0.250492	0.02009	0.274422	0.265009	0.275722	0.27946	0.276074	0.282372	0.272109	0.281693	0.27599	0.272246	0.279375	0.279508	0.284536	0.273291	0.270354	0.293586	0.28861	0.284772	0.015357	-0.023915	0.023406	-0.014636	0.016357	0.004581	-0.022129	-0.02104	-0.02774
fetal_muscle_arm	40	0.245933	0.023454	0.257132	0.250196	0.269846	0.268893	0.270433	0.265298	0.254165	0.262908	0.254704	0.256583	0.258738	0.25444	0.257564	0.264807	0.26063	0.283248	0.278389	0.270765	0.010165	-0.01483	0.023134	-0.010385	0.013937	0.018572	0.001603	-0.012436	-0.009377
fetal_muscle_arm	50	0.231441	0.032122	0.25361	0.247149	0.25334	0.257121	0.251486	0.253966	0.253624	0.239486	0.263912	0.251413	0.248857	0.264593	0.253295	0.248432	0.267549	0.286154	0.278534	0.273139	0.004616	-0.011137	0.016955	-0.010736	0.022349	0.022809	0.014482	-0.003681	-0.000851
fetal_muscle_arm	60	0.232788	0.034734	0.243941	0.244822	0.248423	0.242273	0.224075	0.244817	0.25707	0.245102	0.251302	0.254519	0.241362	0.247359	0.266073	0.239086	0.234927	0.26806	0.28051	0.264776	0.008677	-0.00514	0.019797	-0.002598	0.025383	0.014239	0.007131	-0.006033	-0.003115
fetal_muscle_arm	70	0.227031	0.033449	0.242021	0.233429	0.229865	0.232902	0.233003	0.243587	0.235692	0.219795	0.250492	0.235988	0.226585	0.230963	0.243704	0.234619	0.238669	0.26811	0.26895	0.273896	0.010259	-0.004395	0.01988	0.00179	0.022543	0.017616	0.006653	0.001303	0.00678
fetal_muscle_arm	80	0.217036	0.026189	0.216483	0.209646	0.227511	0.228838	0.217292	0.235566	0.22565	0.223382	0.23243	0.228958	0.23218	0.244708	0.236144	0.223692	0.233531	0.249815	0.271855	0.26964	0.008126	9.5e-05	0.022754	0.002054	0.022326	0.015261	0.008484	0.002238	0.00483
fetal_muscle_arm	90	0.212575	0.037239	0.2188	0.204334	0.214314	0.226285	0.223437	0.219655	0.225092	0.215314	0.216292	0.217191	0.213172	0.224877	0.213437	0.232125	0.236612	0.268827	0.252175	0.260762	0.013631	-0.000143	0.021056	0.00666	0.02583	0.020853	0.014438	0.004046	-0.001862
fetal_muscle_arm	100	0.203496	-0.000836	0.20702	0.204291	0.220268	0.207472	0.199024	0.216604	0.222086	0.213457	0.21912	0.212612	0.21913	0.223214	0.215769	0.222526	0.216645	0.234003	0.246896	0.258111	0.013817	0.003708	0.022928	0.005936	0.026797	0.020058	0.01292	0.001365	0.008103

fetal_muscle_back	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_back	10	0.185931	0.040807	0.311765	0.289047	0.311673	0.276225	0.297592	0.293474	0.296868	0.289833	0.296986	0.305976	0.313963	0.308702	0.306594	0.286657	0.314152	0.309466	0.30101	0.304162	-0.031941	-0.047284	-0.022557	-0.045813	-0.051089	-0.022687	-0.075365	-0.11288	-0.119035
fetal_muscle_back	20	0.277547	0.031073	0.307322	0.309912	0.309432	0.311963	0.310926	0.316866	0.303595	0.310578	0.304426	0.311361	0.315051	0.319062	0.312015	0.315726	0.320403	0.321739	0.303349	0.300179	0.009387	-0.009362	0.029283	-0.020147	-0.007516	0.022812	-0.031815	-0.024996	-0.082185
fetal_muscle_back	30	0.256666	0.015535	0.304756	0.303287	0.301285	0.304813	0.305213	0.304492	0.299349	0.304546	0.307064	0.305955	0.310306	0.313635	0.301393	0.313851	0.297953	0.321663	0.30288	0.315044	0.020127	-0.007092	0.032235	0.007694	0.01036	0.029307	-0.016133	-0.003761	-0.028332
fetal_muscle_back	40	0.269465	0.030489	0.295083	0.279453	0.288541	0.278923	0.288984	0.296118	0.277082	0.294831	0.297297	0.294222	0.301526	0.298335	0.286944	0.292886	0.298622	0.315853	0.312213	0.290538	0.033638	-0.005457	0.038778	0.00632	0.019862	0.039027	0.003745	0.009058	-0.023952
fetal_muscle_back	50	0.259874	0.034877	0.291681	0.266987	0.276728	0.282058	0.28381	0.281688	0.280695	0.280497	0.291676	0.284548	0.286014	0.287419	0.300009	0.290474	0.287327	0.320297	0.311841	0.316961	0.034618	0.004235	0.036247	0.0132	0.021619	0.047847	0.024582	0.00915	0.005391
fetal_muscle_back	60	0.241278	0.046074	0.280506	0.271048	0.272215	0.274545	0.260911	0.271289	0.271131	0.289231	0.278478	0.271243	0.283737	0.277279	0.295803	0.275825	0.27735	0.304781	0.300146	0.301256	0.019085	0.010985	0.044177	0.013963	0.019038	0.033383	0.022963	0.00713	0.009414
fetal_muscle_back	70	0.24603	0.037123	0.262952	0.264489	0.27624	0.270834	0.26657	0.273746	0.265459	0.273606	0.272294	0.273553	0.261633	0.26116	0.268108	0.26363	0.267285	0.297446	0.29057	0.305299	0.024677	0.011382	0.041395	0.01179	0.01454	0.045796	0.033915	0.00659	0.00944
fetal_muscle_back	80	0.233207	0.019645	0.25713	0.263792	0.261214	0.252389	0.252597	0.259093	0.25313	0.261025	0.260069	0.269563	0.256137	0.25615	0.26302	0.260478	0.274757	0.29986	0.288847	0.27767	0.021522	0.011954	0.036724	0.015132	0.022805	0.038894	0.012559	0.008059	0.016006
fetal_muscle_back	90	0.223299	0.045659	0.248193	0.24101	0.238543	0.246332	0.240139	0.250744	0.251897	0.242888	0.25248	0.24922	0.244381	0.232899	0.255232	0.261226	0.269267	0.281711	0.294894	0.293716	0.022047	0.007934	0.037508	0.016966	0.021792	0.034884	0.022686	0.013528	0.005581
fetal_muscle_back	100	0.231546	-0.017164	0.231482	0.225714	0.224616	0.244316	0.229426	0.238878	0.248808	0.234078	0.241489	0.237243	0.250234	0.247954	0.249696	0.26003	0.253892	0.266851	0.27936	0.280789	0.027062	0.016917	0.033686	0.014108	0.021463	0.040241	0.015698	0.014136	0.006516

fetal_muscle_leg	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_leg	10	0.184043	0.03959	0.186415	0.274147	0.209588	0.117483	0.289725	0.183051	0.275958	0.269642	0.239461	0.301938	0.282777	0.308246	0.287827	0.294069	0.27811	0.294185	0.296633	0.294649	-0.022236	-0.056067	-0.027853	-0.062973	-0.058885	-0.052687	-0.120347	-0.049397	-0.105097
fetal_muscle_leg	20	0.259336	0.019887	0.251856	0.290372	0.279802	0.199739	0.291976	0.253257	0.290214	0.27556	0.275802	0.291469	0.298171	0.302393	0.292894	0.293032	0.299001	0.311395	0.278484	0.29622	0.010684	-0.008692	0.008029	-0.02182	-0.007305	-0.00713	-0.023721	-0.043262	-0.045956
fetal_muscle_leg	30	0.25669	0.021326	0.251504	0.282139	0.267357	0.254517	0.28079	0.253801	0.273582	0.266318	0.272366	0.276292	0.274701	0.28828	0.273325	0.290425	0.28827	0.297249	0.275326	0.289655	0.011824	0.005682	0.019518	-0.004616	0.005554	0.016659	0.001302	-0.006978	-0.003782
fetal_muscle_leg	40	0.248277	0.03884	0.250184	0.269866	0.251524	0.249176	0.26621	0.260354	0.258159	0.256367	0.268694	0.271392	0.279496	0.275696	0.271619	0.258021	0.261164	0.294423	0.305889	0.27976	0.006323	0.002875	0.023112	0.003773	0.011651	0.023871	0.005018	0.004346	-0.006865
fetal_muscle_leg	50	0.241487	0.032492	0.252662	0.258169	0.256201	0.251007	0.260555	0.244537	0.236697	0.258306	0.254554	0.23768	0.270303	0.262298	0.267265	0.269997	0.27657	0.297169	0.297206	0.287321	0.013969	0.012446	0.025925	0.00758	0.017225	0.024815	0.006198	-0.002716	0.004095
fetal_muscle_leg	60	0.231589	0.03717	0.23878	0.258892	0.245222	0.24479	0.23829	0.208873	0.227662	0.237766	0.247457	0.240532	0.241699	0.251748	0.266855	0.265574	0.262537	0.28931	0.285523	0.281244	0.025943	0.017187	0.017763	0.008642	0.018227	0.019675	0.005806	-0.006148	0.001035
fetal_muscle_leg	70	0.221077	0.038824	0.23222	0.23267	0.238171	0.23329	0.231997	0.20709	0.217896	0.243641	0.244882	0.220307	0.253647	0.251897	0.241766	0.256299	0.238586	0.273865	0.277142	0.268536	0.017575	0.026232	0.02561	0.010754	0.021554	0.03412	0.006311	0.011965	0.010632
fetal_muscle_leg	80	0.226008	0.043587	0.223462	0.226252	0.238085	0.236175	0.231375	0.239685	0.209652	0.234851	0.231883	0.232966	0.244919	0.25231	0.235534	0.243356	0.24951	0.264093	0.275137	0.274203	0.021681	0.022738	0.023135	0.017684	0.025831	0.027106	0.008838	0.013207	0.009609
fetal_muscle_leg	90	0.220023	0.039607	0.14187	0.22957	0.223908	0.232369	0.212169	0.193708	0.196491	0.223416	0.221976	0.211505	0.239011	0.253873	0.243354	0.238781	0.226509	0.250286	0.276287	0.272232	0.019503	0.015506	0.023464	0.013931	0.028328	0.026806	0.010477	0.009217	0.01028
fetal_muscle_leg	100	0.210573	0.046408	0.12253	0.210221	0.206675	0.216582	0.136378	0.201512	0.135187	0.223049	0.236567	0.182905	0.215922	0.242251	0.236362	0.235453	0.220577	0.25012	0.259946	0.257843	0.020194	0.02556	0.022463	0.015608	0.029926	0.023396	0.01122	0.008014	0.00525

fetal_muscle_lower_limb	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_lower_limb	10	0.350121	0.078091	0.384182	0.332071	0.360268	0.365304	0.3665	0.344809	0.398746	0.399499	0.378147	0.361149	0.439781	0.440792	0.379057	0.431655	0.30152	0.319105	0.340828	0.328277	0.150374	0.146769	0.146225	0.112254	0.140128	0.143097	0.088728	0.094363	0.074156
fetal_muscle_lower_limb	20	0.378517	0.087978	0.437951	0.41633	0.403578	0.411515	0.397107	0.423214	0.433458	0.43275	0.444881	0.4049	0.468925	0.457165	0.436895	0.459222	0.428913	0.427537	0.388943	0.434893	0.120421	0.184766	0.183108	0.12472	0.181449	0.190008	0.11491	0.136651	0.121864
fetal_muscle_lower_limb	30	0.434696	0.099185	0.442157	0.428095	0.421009	0.432904	0.427337	0.433734	0.454494	0.44166	0.438572	0.426004	0.461057	0.452239	0.4314	0.453623	0.381035	0.489596	0.479181	0.455775	0.151742	0.203306	0.210409	0.154352	0.179154	0.1983	0.137781	0.146057	0.129517
fetal_muscle_lower_limb	40	0.416287	0.118501	0.422008	0.432378	0.424453	0.428835	0.421742	0.441237	0.431804	0.438332	0.438876	0.419139	0.437318	0.438321	0.418727	0.447553	0.424849	0.46142	0.468475	0.455834	0.137866	0.192394	0.208402	0.153547	0.180965	0.199282	0.165047	0.14682	0.12058
fetal_muscle_lower_limb	50	0.433592	0.127171	0.416847	0.421095	0.422778	0.428747	0.430133	0.415491	0.423002	0.43463	0.419744	0.425827	0.449521	0.434311	0.434219	0.432143	0.415319	0.4832	0.462929	0.461955	0.131008	0.182131	0.19551	0.159127	0.182083	0.198725	0.137647	0.145202	0.141447
fetal_muscle_lower_limb	60	0.427984	0.144306	0.420458	0.423935	0.404342	0.423144	0.414583	0.405066	0.390254	0.398821	0.428383	0.41319	0.432454	0.43462	0.422358	0.425173	0.429862	0.473145	0.457779	0.47022	0.145628	0.170806	0.199121	0.158281	0.18865	0.193009	0.139002	0.128461	0.128674
fetal_muscle_lower_limb	70	0.387683	0.14397	0.418035	0.409631	0.406582	0.405852	0.414917	0.407696	0.409733	0.414637	0.415633	0.405354	0.413001	0.429115	0.411317	0.427309	0.382133	0.47776	0.455665	0.460701	0.109242	0.155827	0.195511	0.167772	0.182678	0.200345	0.152991	0.10624	0.119267
fetal_muscle_lower_limb	80	0.394387	0.143855	0.375947	0.405928	0.410743	0.402635	0.409912	0.408416	0.405082	0.410606	0.413573	0.405312	0.415348	0.404206	0.423021	0.414436	0.402411	0.478472	0.450571	0.475356	0.109546	0.143947	0.190807	0.136829	0.182744	0.198973	0.133417	0.125298	0.126015
fetal_muscle_lower_limb	90	0.390105	0.141223	0.386011	0.404084	0.397899	0.396148	0.406534	0.396349	0.399583	0.398732	0.40898	0.404349	0.409187	0.417438	0.397629	0.410112	0.402312	0.47055	0.456922	0.432859	0.112888	0.145285	0.186336	0.138902	0.177606	0.190354	0.127114	0.11787	0.127127
fetal_muscle_lower_limb	100	0.366382	0.14458	0.391227	0.393436	0.388238	0.376147	0.392153	0.39675	0.391914	0.387895	0.391896	0.396747	0.392345	0.385451	0.354117	0.394021	0.402456	0.452057	0.458169	0.447766	0.133657	0.145523	0.1747	0.137698	0.180122	0.195391	0.122252	0.117254	0.124657

fetal_muscle_trunk	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_muscle_trunk	10	0.244246	0.073517	0.318312	0.367774	0.36826	0.357761	0.350791	0.386575	0.388769	0.377439	0.366277	0.370462	0.359006	0.375427	0.36797	0.364173	0.370096	0.331554	0.330525	0.322928	0.008254	0.060029	0.034136	6e-05	0.026496	0.035138	0.025126	-0.024798	0.012937
fetal_muscle_trunk	20	0.342628	0.059504	0.362437	0.38941	0.378955	0.38223	0.38194	0.384098	0.382528	0.390264	0.38392	0.394345	0.391043	0.39582	0.389219	0.395714	0.389024	0.381016	0.357112	0.347836	0.057553	0.085733	0.067672	0.053216	0.068606	0.092707	0.054031	0.030739	0.043907
fetal_muscle_trunk	30	0.342973	0.057399	0.363768	0.37859	0.372894	0.375637	0.384478	0.365031	0.369088	0.378328	0.387388	0.382335	0.377681	0.367044	0.387693	0.394016	0.377346	0.392552	0.3794	0.355575	0.065264	0.083181	0.083246	0.054574	0.072374	0.086391	0.041759	0.061501	0.036837
fetal_muscle_trunk	40	0.340835	0.063883	0.354452	0.364781	0.355097	0.380459	0.366902	0.377142	0.379537	0.36489	0.365378	0.370788	0.381457	0.367374	0.377084	0.379534	0.365369	0.392422	0.386299	0.364771	0.066099	0.086526	0.086227	0.074851	0.080986	0.098798	0.039145	0.074606	0.039122
fetal_muscle_trunk	50	0.352607	0.058946	0.349064	0.360861	0.357199	0.360783	0.350506	0.359483	0.362915	0.358122	0.373416	0.355812	0.365627	0.343227	0.377457	0.342935	0.337409	0.388543	0.377079	0.391344	0.071232	0.08926	0.079594	0.056582	0.074876	0.098436	0.060566	0.074452	0.059898
